NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	2.128	7.85	1.031	8.573	0.006	0.995	5000.0
2	1.356	5.034	0.626	5.352	0.009	0.998	58000.0
3	2.226	8.219	1.013	8.587	0.015	0.995	6000.0
4	2.776	10.446	1.437	11.951	0.022	0.991	27000.0
5	1.653	6.127	0.689	5.728	0.008	0.998	5000.0
6	2.251	8.483	1.041	9.108	0.011	0.995	3000.0
7	3.548	13.267	1.564	12.717	0.019	0.989	4000.0
8	2.051	7.623	0.918	7.741	0.015	0.996	8000.0
9	1.642	6.099	0.772	6.458	0.007	0.997	11000.0
10	2.247	8.504	1.091	9.088	0.011	0.993	6000.0
11	2.392	8.821	1.155	9.597	0.013	0.992	8000.0
12	2.196	8.216	0.998	8.407	0.012	0.995	6000.0
13	1.995	7.481	0.952	7.67	0.011	0.995	5000.0
14	3.115	11.713	1.405	12.186	0.015	0.99	10000.0
15	1.679	6.299	0.757	6.547	0.008	0.997	11000.0
16	2.868	10.631	1.367	10.929	0.012	0.99	5000.0
17	2.311	8.716	0.976	8.226	0.016	0.995	7000.0
18	1.881	7.12	0.855	7.679	0.014	0.995	16000.0
19	1.908	7.239	0.865	7.171	0.014	0.996	15000.0
20	1.724	6.405	0.765	6.281	0.008	0.997	4000.0
21	2.094	7.745	1.019	8.543	0.011	0.994	4000.0
22	2.638	9.971	1.221	10.787	0.011	0.992	39000.0
23	2.227	8.159	0.993	7.876	0.012	0.997	9000.0
24	2.011	7.469	0.941	8.011	0.009	0.994	6000.0
25	2.811	10.516	1.322	11.04	0.012	0.993	6000.0
26	1.558	5.792	0.717	5.981	0.009	0.998	28000.0
27	2.772	10.336	1.289	10.809	0.02	0.992	14000.0
28	2.648	9.767	1.167	9.924	0.011	0.993	8000.0
29	0.554	2.023	0.274	2.327	0.005	0.999	6000.0
30	1.398	5.196	0.616	5.398	0.007	0.998	5000.0
31	1.794	6.67	0.845	7.226	0.009	0.996	17000.0
32	2.475	9.259	1.098	9.546	0.012	0.993	10000.0
33	1.956	7.27	0.916	7.325	0.016	0.997	5000.0
34	2.135	7.971	0.939	7.906	0.009	0.995	5000.0
35	2.987	11.322	1.375	12.515	0.016	0.988	4000.0
36	2.185	8.284	1.041	9.033	0.02	0.993	4000.0
37	1.395	5.177	0.636	5.12	0.011	0.998	11000.0
38	2.73	10.145	1.191	10.558	0.022	0.992	12000.0
39	2.374	8.856	1.011	8.026	0.016	0.996	8000.0
40	2.05	7.522	0.917	7.271	0.012	0.996	4000.0
41	1.596	5.92	0.758	6.294	0.005	0.997	4000.0
42	3.633	13.529	1.72	14.909	0.021	0.984	4000.0
43	2.376	8.965	1.145	9.451	0.02	0.994	65000.0
44	2.167	8.062	0.948	8.107	0.009	0.996	3000.0
45	1.347	4.983	0.633	5.487	0.004	0.998	23000.0
46	2.102	7.713	1.026	8.446	0.008	0.995	7000.0
47	1.71	6.533	0.686	6.305	0.01	0.996	6000.0
48	1.711	6.292	0.772	6.561	0.009	0.997	5000.0
49	1.487	5.521	0.652	5.654	0.004	0.998	12000.0
50	1.991	7.499	0.937	8.457	0.009	0.994	8000.0
51	3.184	11.747	1.514	11.063	0.032	0.99	4000.0
52	1.585	5.87	0.833	7.02	0.006	0.995	4000.0
53	2.276	8.452	1.116	9.226	0.021	0.995	13000.0
54	1.861	6.96	0.795	6.881	0.011	0.994	5000.0
55	2.644	9.803	1.219	10.099	0.015	0.994	5000.0
56	2.113	7.805	1.006	8.314	0.01	0.996	3000.0
57	1.754	6.534	0.749	6.478	0.01	0.996	3000.0
58	1.983	7.44	0.837	7.519	0.007	0.997	5000.0
59	2.078	7.713	0.9	7.219	0.012	0.997	16000.0
60	2.378	8.834	1.182	9.761	0.021	0.987	5000.0
61	1.349	5.041	0.632	5.401	0.008	0.998	5000.0
62	2.472	9.111	1.183	9.231	0.01	0.994	31000.0
63	1.361	5.116	0.641	5.417	0.007	0.998	20000.0
64	1.241	4.574	0.534	4.64	0.005	0.998	5000.0
65	1.341	4.966	0.573	4.952	0.005	0.998	8000.0
66	2.45	9.222	1.143	9.523	0.016	0.995	15000.0
67	1.996	7.521	0.969	8.087	0.011	0.996	23000.0
68	1.463	5.436	0.735	5.697	0.005	0.998	12000.0
69	1.127	4.163	0.56	5.242	0.005	0.997	8000.0
70	2.022	7.425	0.926	7.677	0.01	0.996	3000.0
71	1.834	6.823	0.788	6.934	0.01	0.996	4000.0
72	2.264	8.374	1.107	8.812	0.012	0.995	8000.0
73	2.807	10.517	1.215	10.184	0.017	0.993	10000.0
74	2.972	11.006	1.341	10.848	0.019	0.991	5000.0
75	2.489	9.307	1.16	10.245	0.015	0.992	6000.0
76	2.435	8.98	1.052	8.982	0.017	0.995	10000.0
77	1.568	5.837	0.734	6.056	0.007	0.997	8000.0
