NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	1.105	6.02	0.565	5.171	0.018	0.998	2000.0
2	1.487	8.16	0.749	6.858	0.031	0.997	4000.0
3	1.765	9.713	0.969	8.553	0.041	0.994	3000.0
4	1.215	6.87	0.735	7.165	0.036	0.996	3000.0
5	1.669	9.59	0.941	8.943	0.036	0.994	4000.0
6	1.261	7.072	0.645	5.685	0.022	0.998	15000.0
7	3.005	17.224	1.416	14.152	0.076	0.982	3000.0
8	1.618	8.994	0.84	7.722	0.024	0.996	4000.0
9	1.668	9.155	0.852	7.298	0.031	0.997	5000.0
10	2.643	14.829	1.265	11.416	0.05	0.992	2000.0
11	1.985	10.671	1.084	10.176	0.044	0.989	6000.0
12	2.821	16.265	1.533	14.169	0.051	0.989	7000.0
13	2.172	11.807	1.056	10.116	0.043	0.992	3000.0
14	1.824	10.535	0.885	7.754	0.035	0.996	7000.0
15	1.982	11.122	0.998	9.364	0.025	0.992	3000.0
16	2.546	14.146	1.486	14.016	0.044	0.989	4000.0
17	1.391	7.966	0.726	6.527	0.034	0.997	5000.0
18	2.513	14.095	1.249	12.289	0.05	0.99	5000.0
19	1.289	7.508	0.746	6.008	0.017	0.998	19000.0
20	2.404	13.144	1.45	12.514	0.043	0.993	5000.0
21	1.747	9.476	0.912	8.592	0.044	0.994	36000.0
22	1.703	9.585	0.944	8.261	0.037	0.995	5000.0
23	2.098	11.564	1.153	9.821	0.043	0.996	2000.0
24	2.829	15.854	1.523	14.842	0.044	0.988	2000.0
25	1.64	9.516	0.842	7.446	0.029	0.997	4000.0
26	1.708	9.578	0.851	7.93	0.032	0.996	2000.0
27	2.227	12.624	1.015	9.808	0.036	0.994	3000.0
28	1.403	7.708	0.756	6.731	0.023	0.997	15000.0
29	2.032	11.368	1.102	10.202	0.047	0.991	7000.0
30	2.766	15.865	1.414	13.174	0.046	0.99	5000.0
31	1.759	9.63	1.018	9.356	0.05	0.993	36000.0
32	1.916	10.497	0.936	8.421	0.031	0.995	3000.0
