NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	0.134	0.788	0.094	0.911	0.003	1.0	4000.0
2	0.0	0.0	0.0	0.0	0.0	1.0	2000.0
3	0.0	0.0	0.0	0.0	0.0	1.0	5000.0
4	0.181	1.024	0.117	1.164	0.003	1.0	3000.0
5	0.08	0.467	0.057	0.505	0.002	1.0	6000.0
6	0.0	0.0	0.0	0.0	0.0	1.0	2000.0
7	0.509	2.962	0.294	2.837	0.007	0.999	5000.0
8	0.2	1.101	0.141	1.333	0.005	1.0	16000.0
9	0.133	0.75	0.094	0.726	0.003	1.0	3000.0
10	0.3	1.547	0.187	1.912	0.006	0.999	4000.0
11	0.0	0.0	0.0	0.0	0.0	1.0	3000.0
12	0.133	0.651	0.082	0.723	0.002	1.0	6000.0
13	0.0	0.0	0.0	0.0	0.0	1.0	2000.0
14	0.533	3.022	0.377	3.201	0.014	0.999	3000.0
15	0.0	0.0	0.0	0.0	0.0	1.0	2000.0
16	0.314	1.727	0.222	2.057	0.007	1.0	7000.0
17	0.0	0.0	0.0	0.0	0.0	1.0	3000.0
18	0.324	1.813	0.183	1.751	0.004	1.0	3000.0
19	0.0	0.0	0.0	0.0	0.0	1.0	4000.0
20	0.186	1.131	0.132	1.154	0.002	1.0	44000.0
21	0.08	0.458	0.057	0.532	0.0	1.0	17000.0
22	0.0	0.0	0.0	0.0	0.0	1.0	28000.0
23	0.0	0.0	0.0	0.0	0.0	1.0	11000.0
24	0.187	1.117	0.128	1.234	0.004	1.0	5000.0
25	0.137	0.758	0.095	0.852	0.001	1.0	8000.0
26	0.318	1.801	0.209	2.044	0.006	0.999	14000.0
27	0.172	0.936	0.121	1.139	0.004	1.0	6000.0
28	0.2	1.055	0.141	1.288	0.001	1.0	12000.0
29	0.172	0.838	0.121	0.99	0.003	1.0	4000.0
30	0.0	0.0	0.0	0.0	0.0	1.0	3000.0
31	0.133	0.861	0.094	0.985	0.003	1.0	42000.0
32	0.0	0.0	0.0	0.0	0.0	1.0	2000.0
33	0.001	0.004	0.0	0.003	0.0	1.0	6000.0
34	0.0	0.0	0.0	0.0	0.0	1.0	5000.0
35	0.457	2.678	0.315	2.988	0.007	0.999	3000.0
36	0.454	2.565	0.287	2.886	0.01	0.998	9000.0
37	0.1	0.544	0.071	0.557	0.002	1.0	17000.0
38	0.0	0.0	0.0	0.0	0.0	1.0	3000.0
39	0.476	2.854	0.307	2.812	0.011	0.999	11000.0
40	0.2	1.127	0.141	1.348	0.004	1.0	4000.0
41	0.262	1.363	0.161	1.608	0.003	1.0	8000.0
42	0.001	0.005	0.0	0.004	0.0	1.0	28000.0
43	0.114	0.603	0.081	0.677	0.002	1.0	17000.0
44	0.19	1.007	0.119	1.091	0.003	1.0	8000.0
45	0.029	0.166	0.019	0.176	0.0	1.0	18000.0
46	0.2	1.189	0.141	1.505	0.003	1.0	3000.0
47	0.16	0.946	0.113	1.114	0.003	1.0	5000.0
48	0.114	0.621	0.07	0.654	0.002	1.0	5000.0
49	0.0	0.0	0.0	0.0	0.0	1.0	3000.0
50	0.133	0.787	0.094	1.007	0.003	1.0	3000.0
51	0.252	1.368	0.178	1.762	0.006	0.999	13000.0
52	0.0	0.001	0.0	0.002	0.0	1.0	2000.0
53	0.421	2.398	0.283	2.534	0.01	0.999	7000.0
54	0.0	0.0	0.0	0.0	0.0	1.0	3000.0
55	0.0	0.0	0.0	0.0	0.0	1.0	5000.0
56	0.08	0.422	0.057	0.489	0.001	1.0	37000.0
57	0.192	1.061	0.127	1.099	0.001	1.0	6000.0
58	0.0	0.0	0.0	0.0	0.0	1.0	3000.0
59	0.1	0.488	0.071	0.662	0.002	1.0	18000.0
60	0.009	0.053	0.005	0.054	0.0	1.0	33000.0
61	0.229	1.278	0.162	1.64	0.005	1.0	4000.0
62	0.16	0.881	0.113	1.14	0.003	1.0	4000.0
63	0.16	0.835	0.113	1.007	0.001	1.0	5000.0
64	0.24	1.37	0.162	1.633	0.005	1.0	4000.0
65	0.0	0.0	0.0	0.0	0.0	1.0	4000.0
66	0.1	0.516	0.071	0.691	0.002	1.0	12000.0
67	0.114	0.557	0.07	0.604	0.0	1.0	4000.0
