NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	13.383	49.846	5.2	43.442	0.238	0.888	2000.0
2	16.411	61.192	6.515	53.901	0.315	0.821	2000.0
3	13.249	49.117	5.399	43.222	0.237	0.895	2000.0
4	14.958	55.785	5.741	48.158	0.286	0.863	2000.0
5	13.657	51.485	5.565	46.639	0.261	0.862	4000.0
6	13.512	50.488	5.598	46.499	0.24	0.868	2000.0
7	14.305	53.309	5.94	47.799	0.277	0.852	3000.0
8	14.662	54.404	5.975	48.421	0.287	0.859	2000.0
9	10.879	40.914	4.421	38.196	0.193	0.913	2000.0
10	12.852	48.234	4.876	43.5	0.234	0.892	2000.0
11	13.321	50.197	5.434	46.359	0.252	0.865	2000.0
12	12.001	44.588	4.789	40.59	0.201	0.899	2000.0
13	13.416	50.444	5.291	43.598	0.266	0.887	3000.0
14	15.332	57.381	6.198	49.555	0.302	0.847	2000.0
15	13.296	50.152	5.209	44.869	0.242	0.87	3000.0
16	16.341	61.315	6.668	55.518	0.327	0.806	3000.0
17	14.489	53.967	6.044	51.175	0.267	0.837	2000.0
18	13.939	52.2	5.773	45.846	0.273	0.868	2000.0
19	15.359	57.075	6.035	48.41	0.31	0.849	4000.0
20	14.673	54.723	5.71	48.19	0.276	0.859	3000.0
21	13.399	50.163	5.205	44.509	0.252	0.869	2000.0
22	14.85	55.56	6.201	50.545	0.286	0.842	4000.0
23	13.394	50.044	5.447	46.796	0.247	0.874	3000.0
24	14.478	53.922	5.77	46.682	0.296	0.865	2000.0
25	13.743	51.04	5.721	48.397	0.228	0.853	3000.0
26	12.777	47.94	5.098	45.049	0.235	0.866	2000.0
27	15.438	57.424	6.245	50.133	0.305	0.838	2000.0
28	13.58	50.79	5.37	45.005	0.253	0.878	2000.0
29	14.537	54.157	6.03	48.125	0.275	0.859	2000.0
30	13.382	49.941	5.437	44.92	0.246	0.879	3000.0
31	13.5	50.8	5.421	47.135	0.252	0.861	2000.0
32	12.241	45.838	5.176	44.361	0.203	0.876	2000.0
33	13.722	51.372	5.297	44.617	0.253	0.882	4000.0
34	13.878	51.897	5.245	45.566	0.252	0.874	3000.0
35	13.216	49.304	5.325	44.618	0.235	0.874	2000.0
36	14.396	53.517	5.726	47.454	0.277	0.871	2000.0
37	13.037	48.994	5.239	45.02	0.255	0.872	2000.0
