NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	17.123	64.265	6.753	56.902	0.377	0.793	2000.0
2	15.454	57.484	6.249	51.938	0.314	0.837	2000.0
3	18.147	68.041	6.979	58.677	0.396	0.785	2000.0
4	18.375	68.496	7.303	57.941	0.4	0.8	2000.0
5	16.294	61.156	6.755	55.024	0.359	0.808	2000.0
6	18.125	67.611	6.697	57.392	0.406	0.796	2000.0
7	17.553	65.244	7.033	57.264	0.408	0.79	3000.0
8	18.575	69.533	7.128	59.854	0.428	0.77	2000.0
9	15.92	59.771	6.264	52.577	0.338	0.821	2000.0
10	19.01	71.02	7.207	60.35	0.446	0.771	3000.0
11	18.655	69.784	6.931	58.428	0.413	0.791	2000.0
12	16.554	61.856	6.496	54.052	0.356	0.821	2000.0
13	17.459	65.188	7.079	56.585	0.376	0.799	2000.0
14	16.74	62.521	6.32	53.52	0.341	0.825	2000.0
15	15.85	58.842	6.28	52.95	0.31	0.821	2000.0
16	17.232	63.806	7.117	55.228	0.364	0.82	2000.0
17	16.18	60.043	6.243	50.599	0.331	0.845	2000.0
18	16.911	63.098	6.73	55.928	0.369	0.806	2000.0
19	18.11	67.44	7.235	58.127	0.379	0.79	2000.0
20	18.277	68.215	7.251	59.7	0.402	0.777	2000.0
21	17.972	67.151	7.038	59.513	0.405	0.771	2000.0
22	17.216	64.403	6.45	55.481	0.37	0.809	2000.0
23	17.245	64.43	6.806	56.989	0.38	0.799	2000.0
24	16.847	62.977	6.453	53.898	0.348	0.826	2000.0
25	16.94	63.006	6.585	54.806	0.354	0.81	2000.0
26	16.421	60.976	6.478	52.79	0.34	0.832	2000.0
27	17.872	67.21	6.605	55.715	0.394	0.798	2000.0
28	18.888	70.827	7.089	59.373	0.421	0.771	2000.0
29	18.31	68.741	7.391	59.467	0.426	0.777	2000.0
30	16.763	62.586	6.535	54.391	0.36	0.807	2000.0
31	16.09	60.196	6.362	53.811	0.353	0.82	2000.0
32	16.533	61.599	6.164	53.934	0.346	0.813	2000.0
33	17.266	64.704	7.321	58.214	0.391	0.796	2000.0
34	17.357	64.561	6.909	56.627	0.38	0.802	2000.0
35	17.542	65.612	6.674	57.848	0.378	0.788	2000.0
36	19.938	74.185	7.67	61.803	0.442	0.756	2000.0
37	18.905	70.623	7.915	62.653	0.44	0.754	2000.0
38	17.73	66.304	6.629	57.425	0.409	0.795	3000.0
39	17.93	67.141	7.259	58.999	0.417	0.778	2000.0
40	16.798	62.592	6.581	54.672	0.367	0.814	2000.0
41	17.455	65.007	6.519	54.251	0.372	0.816	2000.0
42	17.039	63.618	6.59	55.774	0.388	0.813	2000.0
43	19.869	74.096	7.847	62.802	0.457	0.75	2000.0
44	16.33	61.313	5.946	50.211	0.335	0.842	2000.0
45	16.304	60.796	6.436	54.868	0.344	0.815	2000.0
46	16.693	62.639	6.429	52.126	0.362	0.824	2000.0
47	16.668	62.145	6.471	55.14	0.341	0.807	2000.0
48	16.081	60.465	6.656	55.654	0.373	0.801	2000.0
49	15.143	56.417	5.9	49.916	0.296	0.838	2000.0
50	16.101	60.182	6.347	53.75	0.343	0.818	3000.0
51	20.861	78.171	8.399	64.33	0.493	0.737	2000.0
52	15.419	57.598	5.952	50.672	0.326	0.837	2000.0
53	17.198	64.366	6.826	55.414	0.361	0.809	3000.0
54	20.522	76.572	8.126	64.735	0.468	0.734	3000.0
55	18.093	67.599	7.396	59.369	0.379	0.779	2000.0
56	16.442	61.461	6.32	53.758	0.345	0.82	2000.0
57	16.541	61.8	6.465	55.125	0.333	0.817	2000.0
58	16.642	61.806	6.307	53.262	0.344	0.83	2000.0
59	17.058	63.649	7.047	57.26	0.382	0.795	2000.0
60	17.141	64.173	6.655	55.789	0.395	0.802	2000.0
61	15.2	56.8	5.872	49.911	0.296	0.847	2000.0
62	18.3	68.466	7.242	60.15	0.419	0.775	2000.0
