Sample Names	MutationType	CN2	CN13
Syntheticpatient8	0:homdel:0-100kb	0.6545665927553391	0.3454334072446608
Syntheticpatient8	0:homdel:100kb-1Mb	0.28276896026452486	0.7172310397354751
Syntheticpatient8	0:homdel:>1Mb	0.28661989238841107	0.7133801076115889
Syntheticpatient8	1:LOH:0-100kb	0.6535368484045525	0.34646315159544755
Syntheticpatient8	1:LOH:100kb-1Mb	0.2938819256823336	0.7061180743176663
Syntheticpatient8	1:LOH:1Mb-10Mb	0.01489940145963659	0.9851005985403635
Syntheticpatient8	1:LOH:10Mb-40Mb	0.005920668825909984	0.99407933117409
Syntheticpatient8	1:LOH:>40Mb	0.001093987182791742	0.9989060128172081
Syntheticpatient8	2:LOH:0-100kb	0.9881107657893367	0.011889234210663398
Syntheticpatient8	2:LOH:100kb-1Mb	0.5596736333860471	0.44032636661395275
Syntheticpatient8	2:LOH:1Mb-10Mb	0.6169732742808198	0.3830267257191801
Syntheticpatient8	2:LOH:10Mb-40Mb	0.8933607450233345	0.10663925497666558
Syntheticpatient8	2:LOH:>40Mb	0.9993364405817202	0.0006635594182797848
Syntheticpatient8	3-4:LOH:0-100kb	0.9003317357975602	0.09966826420243995
Syntheticpatient8	3-4:LOH:100kb-1Mb	0.7624874420682797	0.23751255793172046
Syntheticpatient8	3-4:LOH:1Mb-10Mb	0.5814899439762863	0.4185100560237137
Syntheticpatient8	3-4:LOH:10Mb-40Mb	0.726715611952553	0.27328438804744704
Syntheticpatient8	3-4:LOH:>40Mb	0.8967252705219867	0.10327472947801315
Syntheticpatient8	5-8:LOH:0-100kb	0.5216357596303588	0.47836424036964126
Syntheticpatient8	5-8:LOH:100kb-1Mb	0.8400443793857162	0.15995562061428364
Syntheticpatient8	5-8:LOH:1Mb-10Mb	0.5831888462198312	0.41681115378016864
Syntheticpatient8	5-8:LOH:10Mb-40Mb	0.8705702367604401	0.12942976323955988
Syntheticpatient8	5-8:LOH:>40Mb	0.9217225448187041	0.07827745518129595
Syntheticpatient8	9+:LOH:0-100kb	0.9569162657458946	0.04308373425410534
Syntheticpatient8	9+:LOH:100kb-1Mb	0.2694739029779434	0.7305260970220567
Syntheticpatient8	9+:LOH:1Mb-10Mb	0.49045679594323405	0.5095432040567659
Syntheticpatient8	9+:LOH:10Mb-40Mb	0.9990859036299665	0.0009140963700334034
Syntheticpatient8	9+:LOH:>40Mb	0.9082105024836212	0.09178949751637887
Syntheticpatient8	2:het:0-100kb	0.4574738730303624	0.5425261269696375
Syntheticpatient8	2:het:100kb-1Mb	0.27917390751977755	0.7208260924802223
Syntheticpatient8	2:het:1Mb-10Mb	0.01709768030576058	0.9829023196942395
Syntheticpatient8	2:het:10Mb-40Mb	0.01107501607731101	0.988924983922689
Syntheticpatient8	2:het:>40Mb	4.42316827376072e-05	0.9999557683172624
Syntheticpatient8	3-4:het:0-100kb	0.8983506343341066	0.10164936566589343
Syntheticpatient8	3-4:het:100kb-1Mb	0.5981807642547854	0.40181923574521466
Syntheticpatient8	3-4:het:1Mb-10Mb	0.8414211643099567	0.1585788356900433
Syntheticpatient8	3-4:het:10Mb-40Mb	0.9526919654197906	0.04730803458020942
Syntheticpatient8	3-4:het:>40Mb	0.9872393305027952	0.012760669497204741
Syntheticpatient8	5-8:het:0-100kb	0.768843685154891	0.23115631484510907
Syntheticpatient8	5-8:het:100kb-1Mb	0.960726682754236	0.03927331724576387
Syntheticpatient8	5-8:het:1Mb-10Mb	0.9999842125840664	1.5787415933507234e-05
Syntheticpatient8	5-8:het:10Mb-40Mb	0.9958497381932722	0.004150261806727806
Syntheticpatient8	5-8:het:>40Mb	0.9991880984596047	0.0008119015403954356
Syntheticpatient8	9+:het:0-100kb	0.6780989928390488	0.3219010071609511
Syntheticpatient8	9+:het:100kb-1Mb	0.9248431177805757	0.0751568822194244
Syntheticpatient8	9+:het:1Mb-10Mb	0.725909386352689	0.27409061364731097
Syntheticpatient8	9+:het:10Mb-40Mb	0.9883070187651359	0.011692981234863857
Syntheticpatient8	9+:het:>40Mb	0.9760985844099164	0.023901415590083627
