Sample Names	MutationType	CN2	CN13
Syntheticpatient4	0:homdel:0-100kb	0.5548936199759064	0.4451063800240936
Syntheticpatient4	0:homdel:100kb-1Mb	0.205955695209105	0.794044304790895
Syntheticpatient4	0:homdel:>1Mb	0.20906545956601477	0.7909345404339853
Syntheticpatient4	1:LOH:0-100kb	0.5537693057606164	0.44623069423938355
Syntheticpatient4	1:LOH:100kb-1Mb	0.21495459634950934	0.7850454036504907
Syntheticpatient4	1:LOH:1Mb-10Mb	0.00985245739013604	0.9901475426098639
Syntheticpatient4	1:LOH:10Mb-40Mb	0.003903082521444086	0.9960969174785559
Syntheticpatient4	1:LOH:>40Mb	0.0007199978752528075	0.9992800021247471
Syntheticpatient4	2:LOH:0-100kb	0.9820394036229744	0.017960596377025746
Syntheticpatient4	2:LOH:100kb-1Mb	0.45540067305233256	0.5445993269476676
Syntheticpatient4	2:LOH:1Mb-10Mb	0.5144985857613368	0.48550141423866316
Syntheticpatient4	2:LOH:10Mb-40Mb	0.8464244662939385	0.15357553370606142
Syntheticpatient4	2:LOH:>40Mb	0.9989917375860655	0.0010082624139344239
Syntheticpatient4	3-4:LOH:0-100kb	0.8559690044571843	0.14403099554281576
Syntheticpatient4	3-4:LOH:100kb-1Mb	0.6786675658963808	0.3213324341036193
Syntheticpatient4	3-4:LOH:1Mb-10Mb	0.47756068949938796	0.5224393105006121
Syntheticpatient4	3-4:LOH:10Mb-40Mb	0.6362933165446488	0.3637066834553511
Syntheticpatient4	3-4:LOH:>40Mb	0.851022907058819	0.14897709294118094
Syntheticpatient4	5-8:LOH:0-100kb	0.4177265330777966	0.5822734669222034
Syntheticpatient4	5-8:LOH:100kb-1Mb	0.7755375523295844	0.22446244767041548
Syntheticpatient4	5-8:LOH:1Mb-10Mb	0.479303699631489	0.5206963003685109
Syntheticpatient4	5-8:LOH:10Mb-40Mb	0.8156726325876967	0.18432736741230318
Syntheticpatient4	5-8:LOH:>40Mb	0.8856719103206656	0.11432808967933444
Syntheticpatient4	9+:LOH:0-100kb	0.9359477218259938	0.06405227817400629
Syntheticpatient4	9+:LOH:100kb-1Mb	0.1952888356936762	0.8047111643063237
Syntheticpatient4	9+:LOH:1Mb-10Mb	0.38772438636196754	0.6122756136380325
Syntheticpatient4	9+:LOH:10Mb-40Mb	0.9986112336400192	0.001388766359980762
Syntheticpatient4	9+:LOH:>40Mb	0.8668359553622681	0.13316404463773193
Syntheticpatient4	2:het:0-100kb	0.35681228092198336	0.6431877190780166
Syntheticpatient4	2:het:100kb-1Mb	0.20306073858135107	0.7969392614186489
Syntheticpatient4	2:het:1Mb-10Mb	0.011314655641793304	0.9886853443582067
Syntheticpatient4	2:het:10Mb-40Mb	0.007313905869974949	0.9926860941300251
Syntheticpatient4	2:het:>40Mb	2.9100231616287936e-05	0.9999708997683837
Syntheticpatient4	3-4:het:0-100kb	0.8532498359529511	0.14675016404704888
Syntheticpatient4	3-4:het:100kb-1Mb	0.4947952704045481	0.5052047295954518
Syntheticpatient4	3-4:het:1Mb-10Mb	0.7773223871709981	0.2226776128290019
Syntheticpatient4	3-4:het:10Mb-40Mb	0.9298182704754498	0.07018172952455023
Syntheticpatient4	3-4:het:>40Mb	0.9807316385045031	0.01926836149549692
Syntheticpatient4	5-8:het:0-100kb	0.686344227889173	0.31365577211082707
Syntheticpatient4	5-8:het:100kb-1Mb	0.9414992670651423	0.05850073293485769
Syntheticpatient4	5-8:het:1Mb-10Mb	0.9999760033247808	2.3996675219274785e-05
Syntheticpatient4	5-8:het:10Mb-40Mb	0.9937051871169481	0.00629481288305197
Syntheticpatient4	5-8:het:>40Mb	0.9987664304578449	0.0012335695421551024
Syntheticpatient4	9+:het:0-100kb	0.5808683048177248	0.4191316951822751
Syntheticpatient4	9+:het:100kb-1Mb	0.8900582367069759	0.10994176329302406
Syntheticpatient4	9+:het:1Mb-10Mb	0.635354184788775	0.36464581521122497
Syntheticpatient4	9+:het:10Mb-40Mb	0.9823340834827798	0.01766591651722015
Syntheticpatient4	9+:het:>40Mb	0.9641158430205866	0.03588415697941344
