MutationType	CNV48A	CNV48B	CNV48C	CNV48D	CNV48E	CNV48F	CNV48G	CNV48H	CNV48I
5-8:LOH:1Mb-10Mb	3.3759974667191274e-06	3.7027964919147393e-06	3.7930226537810087e-06	3.4808884417109638e-06	3.7517092856188454e-06	3.971404591670335e-06	4.082277219603295e-06	4.023855063930715e-06	3.666794331318962e-06
5-8:LOH:10Mb-40Mb	3.3760307029524485e-06	3.702807699426103e-06	3.7929296765923935e-06	3.481036545830888e-06	3.7512786337473087e-06	3.971305702643813e-06	4.082224322652853e-06	4.024004346885768e-06	3.666928365800635e-06
5-8:LOH:>40Mb	3.376017346795379e-06	3.7028106174119555e-06	3.7929580369109316e-06	3.4809552916104447e-06	3.7515319283878257e-06	3.971355061930471e-06	4.082275085418628e-06	4.023920530563219e-06	3.666836283126437e-06
9+:LOH:0-100kb	3.3759948865963453e-06	3.7028168077739565e-06	3.793033465854023e-06	3.4808513506911204e-06	3.751788862239816e-06	3.971395459804738e-06	4.0822796045187806e-06	4.023915058719629e-06	3.6667100120152037e-06
9+:LOH:100kb-1Mb	3.3759936465003195e-06	3.7028047323488524e-06	3.793050700664935e-06	3.4808411511246723e-06	3.751819497371624e-06	3.971415392257316e-06	4.082283442706355e-06	4.023875950069061e-06	3.666704655714356e-06
9+:LOH:1Mb-10Mb	3.375985895559097e-06	3.702809840682164e-06	3.7930388641598257e-06	3.4808293910514803e-06	3.751882199265915e-06	3.9714299442739076e-06	4.082304280141678e-06	4.0238256092999805e-06	3.666710886477825e-06
9+:LOH:10Mb-40Mb	3.3759542646976113e-06	3.7028052540932775e-06	3.793033570673288e-06	3.4808357893631153e-06	3.7519167345050904e-06	3.971474274988895e-06	4.082287111950928e-06	4.023688929633812e-06	3.6667985092174124e-06
9+:LOH:>40Mb	3.3759737087848407e-06	3.7028105761933715e-06	3.792996983861485e-06	3.4808953649790093e-06	3.7517558845479616e-06	3.97143429940916e-06	4.082276460966617e-06	4.023720466726944e-06	3.6668401233412308e-06
2:het:0-100kb	0.0001798424312187759	0.0010132176120935482	0.00015112131320837167	0.012613433425255312	0.011151147839485925	2.936024367889896e-06	0.0009498919719579759	0.013898366405615325	0.004125654699283105
2:het:100kb-1Mb	3.376001209289825e-06	3.7027979792654266e-06	3.793003535633943e-06	3.480929570926135e-06	3.7515950302455093e-06	3.971388323791069e-06	4.082255990863157e-06	4.023868608683034e-06	3.6668301831421187e-06
2:het:1Mb-10Mb	0.020593215914616957	0.024469083677218437	0.03888160549541106	0.01920200120952622	0.0035077684896763555	0.0944308597453598	0.026423454388864086	0.017860625095251024	0.0447314508884189
2:het:10Mb-40Mb	0.02577298159624174	0.02883124953394711	0.027515397626615763	0.04691445409451411	0.034274024534892984	0.03854557150635299	0.3951818716360867	0.06678506318115902	0.08109388382252081
2:het:>40Mb	0.037762943430177005	0.04212424160818588	0.07703707296770852	0.04770122271199501	0.10220462453737947	0.04654314476030865	0.07468898228022787	0.2586517025739986	0.056163608235894516
3-4:het:0-100kb	0.03970014278150952	0.01901476563318745	0.030583486313441727	0.03823400664201536	0.008918073811061057	0.06469491786372879	0.02444792515121407	0.018613741150029617	0.03604553744804606
3-4:het:100kb-1Mb	3.376001650053695e-06	3.7028142968082987e-06	3.793021672549912e-06	3.480895986953968e-06	3.7516735553858687e-06	3.971370292938925e-06	4.0822631258483076e-06	4.023921235847605e-06	3.6667874635977327e-06
3-4:het:1Mb-10Mb	0.029686580010823426	0.027170365109109255	0.019322325552483584	0.04905582805334278	0.016713239961549477	0.03305100770911867	0.09485556924730662	0.11298108324491682	0.043986771408932555
3-4:het:10Mb-40Mb	0.07214836238531294	0.08867698679223457	0.2971221779682217	0.06416151408369761	0.07733041142186169	0.44148366332799194	0.06803002343018677	0.07463258392397873	0.08542864539212881
3-4:het:>40Mb	0.5993439385592938	0.14985567211579268	0.32027403073359095	0.09325495925945226	0.2115176187903941	0.07223981703247094	0.06990243310228862	0.09379007074773953	0.2876417899429906
5-8:het:0-100kb	3.3759211700044034e-06	3.7028048058758146e-06	3.7929855551510626e-06	3.480947755468097e-06	3.7517373444345046e-06	3.971501693437851e-06	4.082232036533044e-06	4.023409613679418e-06	3.6670485956256477e-06
5-8:het:100kb-1Mb	3.3760028785536635e-06	3.702808983540251e-06	3.793013501194764e-06	3.4808979790206096e-06	3.751704544168766e-06	3.971391195764729e-06	4.0822843544182865e-06	4.023832736333e-06	3.6667903779802466e-06
5-8:het:1Mb-10Mb	3.3759890344526868e-06	3.7028294019592065e-06	3.7929953120965366e-06	3.4808840654292743e-06	3.751702771144545e-06	3.9713811527818385e-06	4.082259232358715e-06	4.0239361406595455e-06	3.666753273411447e-06
5-8:het:10Mb-40Mb	3.3759960955421776e-06	3.702796308004963e-06	3.7930237670025236e-06	3.480877124402606e-06	3.7517454795751188e-06	3.971410757793059e-06	4.082289111814469e-06	4.02385034299857e-06	3.6667790166807065e-06
5-8:het:>40Mb	3.375981421754659e-06	3.702812688949564e-06	3.793010554545617e-06	3.480895985767272e-06	3.7517109121487904e-06	3.971405729085054e-06	4.0822585465439265e-06	4.023823374865537e-06	3.6668189926451753e-06
9+:het:0-100kb	3.375992972337372e-06	3.70279668354101e-06	3.7930204742906427e-06	3.4808907119803977e-06	3.751677669620015e-06	3.971396696947349e-06	4.082260679646584e-06	4.023920014494808e-06	3.6667938219502025e-06
9+:het:100kb-1Mb	3.3759913009134833e-06	3.702811513612403e-06	3.7929533187934795e-06	3.4808825929359726e-06	3.751745069405363e-06	3.971408344239813e-06	4.082317133689212e-06	4.023891274499147e-06	3.666770321466596e-06
9+:het:1Mb-10Mb	3.3759929536927303e-06	3.7027771159365843e-06	3.7929909038894037e-06	3.4809231660190277e-06	3.7516216688853633e-06	3.9714254305471815e-06	4.082272400305458e-06	4.02383120198993e-06	3.6668491754988558e-06
9+:het:10Mb-40Mb	3.3760080008278237e-06	3.702809107721805e-06	3.7930197113382744e-06	3.4809004774353384e-06	3.7516292143787085e-06	3.9713661932104795e-06	4.082252411374056e-06	4.023973084704924e-06	3.6667592654361365e-06
9+:het:>40Mb	3.375967659053458e-06	3.7027915117704423e-06	3.7929832625422934e-06	3.480953570791193e-06	3.751668180410974e-06	3.9714535471899185e-06	4.082270372020689e-06	4.023560102832446e-06	3.6669889173952905e-06
