NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	7.717	43.175	3.37	32.008	0.281	0.948	2000.0
2	8.567	48.742	3.865	34.943	0.318	0.943	3000.0
3	9.253	52.071	3.957	36.948	0.313	0.926	2000.0
4	9.003	50.806	4.123	37.773	0.303	0.922	2000.0
5	8.429	47.212	3.598	33.744	0.287	0.944	2000.0
6	8.943	49.976	3.986	35.35	0.322	0.929	2000.0
7	8.553	48.293	3.811	36.382	0.306	0.933	2000.0
8	10.585	60.872	4.754	44.185	0.366	0.876	2000.0
9	10.98	61.452	5.081	44.715	0.383	0.894	2000.0
10	9.84	56.581	4.227	39.564	0.382	0.904	2000.0
11	6.898	38.437	2.807	23.336	0.27	0.972	2000.0
12	8.332	47.392	3.408	32.66	0.317	0.944	2000.0
13	8.322	47.318	3.744	33.63	0.273	0.936	2000.0
14	10.963	61.024	4.903	44.14	0.399	0.906	2000.0
15	10.043	56.759	4.602	40.745	0.35	0.919	2000.0
16	9.842	55.811	4.222	40.197	0.354	0.906	2000.0
17	9.007	50.496	4.17	36.25	0.307	0.922	2000.0
18	6.966	39.016	2.985	28.0	0.238	0.958	2000.0
19	10.327	58.713	4.389	42.816	0.382	0.897	2000.0
20	8.411	47.412	3.674	35.674	0.304	0.927	2000.0
21	9.059	51.876	4.088	35.664	0.368	0.917	2000.0
22	11.122	63.167	4.793	44.574	0.412	0.899	2000.0
23	9.365	52.649	4.168	39.349	0.355	0.91	2000.0
24	9.625	53.808	3.984	37.745	0.349	0.926	2000.0
25	8.221	46.791	3.818	34.015	0.261	0.929	2000.0
26	9.157	52.79	4.452	37.406	0.315	0.912	2000.0
27	9.731	54.809	4.684	45.001	0.321	0.886	2000.0
28	9.361	53.566	4.494	37.769	0.349	0.918	2000.0
29	9.719	54.634	4.112	38.122	0.317	0.918	2000.0
30	11.113	62.982	5.256	47.619	0.353	0.882	2000.0
31	9.94	56.516	4.649	44.057	0.349	0.893	2000.0
32	8.918	50.431	3.962	35.788	0.34	0.939	2000.0
33	9.621	54.772	4.207	38.415	0.342	0.916	2000.0
34	10.876	60.891	4.94	44.803	0.35	0.909	2000.0
35	8.344	47.118	3.807	34.872	0.284	0.93	2000.0
36	9.37	53.236	4.301	38.459	0.323	0.904	2000.0
37	9.526	53.275	3.969	39.112	0.305	0.915	2000.0
38	10.036	55.657	4.476	39.384	0.345	0.906	2000.0
39	8.81	49.447	3.659	32.615	0.315	0.949	2000.0
40	8.307	46.655	3.543	33.514	0.296	0.944	2000.0
41	8.405	47.939	3.936	34.652	0.288	0.93	2000.0
42	8.511	47.661	3.884	34.097	0.301	0.936	2000.0
43	9.193	51.885	4.129	38.281	0.321	0.92	2000.0
44	10.756	60.304	5.253	46.241	0.342	0.884	2000.0
45	9.545	52.56	4.424	38.495	0.334	0.91	2000.0
46	9.594	53.758	4.533	39.36	0.331	0.912	2000.0
47	7.682	43.962	3.253	29.973	0.284	0.938	2000.0
48	8.156	46.68	3.78	34.267	0.279	0.927	2000.0
