Sample Names	MutationType	CN2	CN13
Syntheticpatient5	0:homdel:0-100kb	0.47933099806911567	0.5206690019308844
Syntheticpatient5	0:homdel:100kb-1Mb	0.1607491673997011	0.8392508326002988
Syntheticpatient5	0:homdel:>1Mb	0.163316741258317	0.8366832587416829
Syntheticpatient5	1:LOH:0-100kb	0.4781953022414382	0.5218046977585616
Syntheticpatient5	1:LOH:100kb-1Mb	0.1681912267397503	0.8318087732602497
Syntheticpatient5	1:LOH:1Mb-10Mb	0.007294457174013528	0.9927055428259864
Syntheticpatient5	1:LOH:10Mb-40Mb	0.0028852215755946686	0.9971147784244053
Syntheticpatient5	1:LOH:>40Mb	0.0005317908786658611	0.999468209121334
Syntheticpatient5	2:LOH:0-100kb	0.9758320922109092	0.024167907789090913
Syntheticpatient5	2:LOH:100kb-1Mb	0.3817660470401959	0.6182339529598041
Syntheticpatient5	2:LOH:1Mb-10Mb	0.43901128928528194	0.5609887107147181
Syntheticpatient5	2:LOH:10Mb-40Mb	0.8027612123832154	0.1972387876167846
Syntheticpatient5	2:LOH:>40Mb	0.99863513203251	0.001364867967490006
Syntheticpatient5	3-4:LOH:0-100kb	0.8144244186882902	0.1855755813117097
Syntheticpatient5	3-4:LOH:100kb-1Mb	0.6093233747729551	0.39067662522704494
Syntheticpatient5	3-4:LOH:1Mb-10Mb	0.40299439852242364	0.5970056014775763
Syntheticpatient5	3-4:LOH:10Mb-40Mb	0.5636836557127042	0.4363163442872958
Syntheticpatient5	3-4:LOH:>40Mb	0.8083710512868432	0.19162894871315683
Syntheticpatient5	5-8:LOH:0-100kb	0.34630987001643426	0.6536901299835658
Syntheticpatient5	5-8:LOH:100kb-1Mb	0.7184248482003538	0.2815751517996461
Syntheticpatient5	5-8:LOH:1Mb-10Mb	0.40467606243416016	0.5953239375658398
Syntheticpatient5	5-8:LOH:10Mb-40Mb	0.7656866126162635	0.23431338738373647
Syntheticpatient5	5-8:LOH:>40Mb	0.8512055764226335	0.14879442357736652
Syntheticpatient5	9+:LOH:0-100kb	0.9151865485426159	0.0848134514573839
Syntheticpatient5	9+:LOH:100kb-1Mb	0.1519755263768885	0.8480244736231115
Syntheticpatient5	9+:LOH:1Mb-10Mb	0.3186301901468094	0.6813698098531906
Syntheticpatient5	9+:LOH:10Mb-40Mb	0.9981203034252195	0.0018796965747803977
Syntheticpatient5	9+:LOH:>40Mb	0.8277952554873804	0.17220474451261966
Syntheticpatient5	2:het:0-100kb	0.29061210696967515	0.7093878930303249
Syntheticpatient5	2:het:100kb-1Mb	0.15836291362106544	0.8416370863789346
Syntheticpatient5	2:het:1Mb-10Mb	0.008380236957343865	0.9916197630426561
Syntheticpatient5	2:het:10Mb-40Mb	0.0054113894529420874	0.9945886105470579
Syntheticpatient5	2:het:>40Mb	2.1489565362375704e-05	0.9999785104346376
Syntheticpatient5	3-4:het:0-100kb	0.8110940219282753	0.18890597807172463
Syntheticpatient5	3-4:het:100kb-1Mb	0.4196997835995561	0.5803002164004439
Syntheticpatient5	3-4:het:1Mb-10Mb	0.7205001514607166	0.27949984853928345
Syntheticpatient5	3-4:het:10Mb-40Mb	0.907267210200505	0.09273278979949495
Syntheticpatient5	3-4:het:>40Mb	0.9740842814823032	0.025915718517696935
Syntheticpatient5	5-8:het:0-100kb	0.6177235325477376	0.38227646745226246
Syntheticpatient5	5-8:het:100kb-1Mb	0.9223882951406334	0.07761170485936675
Syntheticpatient5	5-8:het:1Mb-10Mb	0.9999675047784784	3.249522152164899e-05
Syntheticpatient5	5-8:het:10Mb-40Mb	0.9914947359661886	0.008505264033811325
Syntheticpatient5	5-8:het:>40Mb	0.9983302707317039	0.0016697292682960085
Syntheticpatient5	9+:het:0-100kb	0.5057878973232983	0.4942121026767017
Syntheticpatient5	9+:het:100kb-1Mb	0.8567002910727841	0.14329970892721594
Syntheticpatient5	9+:het:1Mb-10Mb	0.5626858939433185	0.4373141060566815
Syntheticpatient5	9+:het:10Mb-40Mb	0.9762261500583924	0.02377384994160764
Syntheticpatient5	9+:het:>40Mb	0.9520166893215695	0.04798331067843059
