Sample Names	MutationType	CN2	CN13	CN23
Syntheticpatient6	0:homdel:0-100kb	0.014122473864769234	0.023010616051074167	0.9628669100841567
Syntheticpatient6	0:homdel:100kb-1Mb	0.09150819906018082	0.7166288960618911	0.19186290487792812
Syntheticpatient6	0:homdel:>1Mb	0.10794259303555538	0.8294963498735909	0.06256105709085373
Syntheticpatient6	1:LOH:0-100kb	0.03180019681725374	0.05205036104844009	0.9161494421343062
Syntheticpatient6	1:LOH:100kb-1Mb	0.0624331012036008	0.4631549664896389	0.4744119323067604
Syntheticpatient6	1:LOH:1Mb-10Mb	0.004416719373748258	0.9016096123738826	0.09397366825236912
Syntheticpatient6	1:LOH:10Mb-40Mb	0.0018300918088743861	0.9487026597563795	0.04946724843474631
Syntheticpatient6	1:LOH:>40Mb	0.00035316540885152437	0.9956289573656519	0.004017877225496534
Syntheticpatient6	2:LOH:0-100kb	0.9641716360221733	0.03581867932747464	9.68465035216294e-06
Syntheticpatient6	2:LOH:100kb-1Mb	0.2907117862759187	0.7061703032319825	0.003117910492098687
Syntheticpatient6	2:LOH:1Mb-10Mb	0.338970234116908	0.6497275101427062	0.011302255740385715
Syntheticpatient6	2:LOH:10Mb-40Mb	0.699113258131325	0.2576586586027344	0.043228083265940694
Syntheticpatient6	2:LOH:>40Mb	0.9979540942443801	0.0020459057556198347	0.0
Syntheticpatient6	3-4:LOH:0-100kb	0.6626921586972673	0.2265025699604407	0.11080527134229205
Syntheticpatient6	3-4:LOH:100kb-1Mb	0.5005346464383873	0.4813877029236545	0.018077650637958294
Syntheticpatient6	3-4:LOH:1Mb-10Mb	0.30871923751672536	0.686016163340479	0.005264599142795528
Syntheticpatient6	3-4:LOH:10Mb-40Mb	0.45349900626294243	0.526542751094288	0.0199582426427695
Syntheticpatient6	3-4:LOH:>40Mb	0.7290432922691562	0.2592357793642906	0.011720928366553246
Syntheticpatient6	5-8:LOH:0-100kb	0.260998964948248	0.7389875170804395	1.3517971312470263e-05
Syntheticpatient6	5-8:LOH:100kb-1Mb	0.6296460894450535	0.3701696015797491	0.00018430897519740294
Syntheticpatient6	5-8:LOH:1Mb-10Mb	0.31164340078318736	0.6876936654765982	0.0006629337402146214
Syntheticpatient6	5-8:LOH:10Mb-40Mb	0.6853738208349224	0.314604419623923	2.175954115469057e-05
Syntheticpatient6	5-8:LOH:>40Mb	0.7915524943011392	0.20755020946130337	0.0008972962375574431
Syntheticpatient6	9+:LOH:0-100kb	0.8778257025022106	0.12202664209680794	0.00014765540098144437
Syntheticpatient6	9+:LOH:100kb-1Mb	0.1063754041072727	0.890363220563592	0.003261375329135413
Syntheticpatient6	9+:LOH:1Mb-10Mb	0.2376562877050483	0.7623186278553528	2.508443959892705e-05
Syntheticpatient6	9+:LOH:10Mb-40Mb	0.9969352104192901	0.0028161971465850144	0.0002485924341247806
Syntheticpatient6	9+:LOH:>40Mb	0.76209416369829	0.23780559845735294	0.00010023784435709051
Syntheticpatient6	2:het:0-100kb	0.17075707619582167	0.6252303307267887	0.20401259307738973
Syntheticpatient6	2:het:100kb-1Mb	0.05529357253133875	0.4407956403742992	0.503910787094362
Syntheticpatient6	2:het:1Mb-10Mb	0.00312637234368751	0.5549078060221931	0.4419658216341193
Syntheticpatient6	2:het:10Mb-40Mb	0.0014450797381590204	0.39839856142414704	0.6001563588376939
Syntheticpatient6	2:het:>40Mb	1.2963295139991635e-05	0.9048356501739178	0.09515138653094232
Syntheticpatient6	3-4:het:0-100kb	0.5856627228792576	0.2046036337858233	0.209733643334919
Syntheticpatient6	3-4:het:100kb-1Mb	0.3185909499848189	0.6607522964408157	0.020656753574365385
Syntheticpatient6	3-4:het:1Mb-10Mb	0.6060303749950648	0.3526412819162906	0.04132834308864454
Syntheticpatient6	3-4:het:10Mb-40Mb	0.8643959429777449	0.13252630490080752	0.00307775212144763
Syntheticpatient6	3-4:het:>40Mb	0.961623385980444	0.03837629063243935	3.2338711679538306e-07
Syntheticpatient6	5-8:het:0-100kb	0.5151668426189012	0.47821432332190617	0.006618834059192551
Syntheticpatient6	5-8:het:100kb-1Mb	0.850618289093485	0.10735923680228	0.042022474104234854
Syntheticpatient6	5-8:het:1Mb-10Mb	0.931832661813957	4.542163913635415e-05	0.06812191654690676
Syntheticpatient6	5-8:het:10Mb-40Mb	0.9463986733049156	0.01217762985377294	0.04142369684131145
Syntheticpatient6	5-8:het:>40Mb	0.9974949613865021	0.002502498292650358	2.540320847490776e-06
Syntheticpatient6	9+:het:0-100kb	0.40411249107617225	0.5922955600250834	0.0035919488987441323
Syntheticpatient6	9+:het:100kb-1Mb	0.7994033475066049	0.20057352881780366	2.31236755914805e-05
Syntheticpatient6	9+:het:1Mb-10Mb	0.461721267970974	0.5382680436549842	1.0688374041787267e-05
Syntheticpatient6	9+:het:10Mb-40Mb	0.9647154691831581	0.03524029877606152	4.423204078042508e-05
Syntheticpatient6	9+:het:>40Mb	0.9296753600347086	0.07028590275410504	3.873721118642117e-05
