NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	8.003	45.395	3.895	34.619	0.227	0.917	2000.0
2	8.367	46.796	4.187	37.77	0.24	0.92	2000.0
3	6.175	34.648	3.173	27.474	0.156	0.952	2000.0
4	7.726	43.038	3.413	31.759	0.241	0.948	3000.0
5	6.823	38.505	3.255	30.637	0.162	0.949	2000.0
6	6.775	37.507	2.959	26.384	0.216	0.967	2000.0
7	7.013	39.65	2.84	27.872	0.234	0.956	2000.0
8	7.605	43.234	3.683	33.383	0.195	0.935	2000.0
9	7.079	40.484	3.309	29.758	0.214	0.955	4000.0
10	6.878	38.972	3.237	29.464	0.194	0.953	3000.0
11	8.726	49.713	4.39	39.788	0.267	0.922	2000.0
12	7.399	41.726	3.21	29.827	0.251	0.958	3000.0
13	6.684	37.265	3.207	29.383	0.178	0.962	2000.0
14	6.601	36.546	2.922	26.15	0.187	0.966	3000.0
15	6.734	37.937	3.008	28.901	0.203	0.947	2000.0
16	7.818	43.88	3.402	32.171	0.247	0.95	2000.0
17	4.985	28.121	2.271	20.438	0.146	0.979	3000.0
18	7.97	45.67	3.739	36.318	0.24	0.922	2000.0
19	5.67	31.667	2.773	23.416	0.153	0.967	3000.0
20	8.182	46.171	3.976	34.835	0.227	0.933	2000.0
21	6.671	37.708	3.099	27.994	0.189	0.952	3000.0
22	6.3	35.497	2.791	24.924	0.202	0.971	2000.0
23	5.976	33.698	2.652	23.366	0.191	0.974	2000.0
24	7.054	39.574	3.1	29.823	0.238	0.952	2000.0
25	5.903	33.089	2.608	24.595	0.183	0.969	2000.0
26	7.12	40.009	3.02	26.988	0.242	0.97	3000.0
27	7.553	42.056	3.723	34.241	0.192	0.939	2000.0
28	6.031	34.29	2.91	26.036	0.15	0.959	2000.0
29	5.636	31.966	2.526	22.765	0.19	0.967	2000.0
30	7.673	43.193	3.298	31.903	0.245	0.947	2000.0
31	7.656	42.633	3.806	33.426	0.207	0.939	2000.0
32	6.547	36.807	3.098	28.652	0.188	0.954	3000.0
33	6.861	38.917	3.304	29.16	0.193	0.954	2000.0
34	5.765	32.556	2.817	24.521	0.158	0.966	3000.0
