NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	8.453	31.57	3.587	30.2	0.106	0.946	2000.0
2	7.518	28.142	3.056	25.785	0.097	0.962	3000.0
3	10.05	37.652	4.28	36.498	0.141	0.922	2000.0
4	9.345	35.095	3.933	32.854	0.151	0.935	3000.0
5	8.603	32.007	3.775	30.642	0.119	0.936	3000.0
6	9.931	37.109	4.216	36.44	0.139	0.916	3000.0
7	9.263	34.718	4.042	34.206	0.141	0.927	3000.0
8	8.765	32.708	3.485	30.092	0.131	0.942	2000.0
9	8.054	30.21	3.353	28.588	0.113	0.951	3000.0
10	10.058	37.439	4.13	34.991	0.149	0.927	4000.0
11	10.151	38.053	4.203	35.262	0.145	0.922	3000.0
12	8.318	30.973	3.528	29.073	0.119	0.946	3000.0
13	9.203	34.271	4.041	32.669	0.126	0.936	3000.0
14	8.659	32.431	3.508	30.736	0.118	0.939	3000.0
15	9.217	34.584	3.972	34.402	0.126	0.925	2000.0
16	8.677	32.67	3.591	30.165	0.111	0.946	4000.0
17	7.671	28.681	2.993	25.241	0.107	0.964	2000.0
18	8.831	32.882	3.553	29.543	0.13	0.951	3000.0
19	9.266	34.497	4.13	33.453	0.13	0.935	2000.0
20	8.638	32.138	3.898	31.962	0.12	0.933	4000.0
21	9.361	34.632	4.092	34.341	0.124	0.925	2000.0
22	8.938	33.325	3.761	33.043	0.131	0.931	3000.0
23	9.404	34.93	4.13	33.939	0.131	0.935	3000.0
24	9.165	34.01	3.85	31.397	0.117	0.943	4000.0
25	8.654	32.411	3.705	31.201	0.138	0.941	2000.0
26	8.337	31.103	3.523	29.657	0.106	0.947	2000.0
27	8.918	33.316	3.66	30.661	0.127	0.944	2000.0
28	8.906	33.177	3.686	31.237	0.126	0.937	4000.0
29	10.58	39.806	4.804	38.628	0.165	0.905	2000.0
30	9.703	36.1	4.129	34.591	0.121	0.922	2000.0
31	8.208	30.709	3.305	28.385	0.125	0.953	2000.0
32	10.09	37.543	4.08	36.021	0.128	0.926	3000.0
33	10.919	41.009	4.791	38.338	0.169	0.908	3000.0
34	8.809	32.758	3.77	32.319	0.114	0.928	4000.0
35	8.86	33.289	3.727	32.606	0.117	0.928	2000.0
36	9.979	37.506	4.02	33.43	0.148	0.93	5000.0
37	8.979	33.324	4.124	32.939	0.105	0.935	3000.0
38	11.986	44.627	5.01	43.708	0.174	0.883	2000.0
39	8.065	29.88	3.502	28.411	0.112	0.951	3000.0
40	8.524	31.834	3.605	30.607	0.118	0.945	3000.0
41	8.806	33.132	3.776	32.56	0.127	0.932	3000.0
42	11.303	41.622	4.725	39.096	0.166	0.908	4000.0
43	9.309	34.706	4.029	32.62	0.125	0.93	3000.0
44	8.328	31.177	3.328	28.395	0.111	0.951	4000.0
45	8.878	33.015	3.752	32.01	0.113	0.931	3000.0
46	7.806	29.158	3.316	27.947	0.099	0.952	3000.0
47	9.531	35.717	3.77	33.114	0.137	0.938	5000.0
48	9.032	33.623	3.806	31.319	0.123	0.938	3000.0
49	7.161	26.739	2.739	23.952	0.094	0.965	3000.0
50	8.811	32.884	3.796	31.817	0.1	0.94	4000.0
51	11.423	43.018	4.995	38.095	0.207	0.902	2000.0
52	8.129	30.309	3.427	29.674	0.121	0.94	2000.0
53	8.935	33.474	3.565	29.337	0.125	0.95	2000.0
54	10.303	38.62	4.501	37.24	0.149	0.917	2000.0
55	9.802	36.911	4.232	34.638	0.136	0.925	3000.0
56	8.975	33.218	3.77	31.734	0.121	0.933	3000.0
57	9.4	34.914	4.056	34.704	0.127	0.928	5000.0
58	11.221	41.839	4.638	40.069	0.156	0.909	2000.0
59	9.476	35.346	4.12	33.883	0.138	0.928	3000.0
60	10.735	40.457	4.344	36.911	0.175	0.906	6000.0
61	7.017	26.243	2.975	25.548	0.089	0.959	5000.0
62	10.808	40.497	4.933	40.28	0.154	0.893	2000.0
63	7.471	27.893	3.17	26.128	0.113	0.962	8000.0
64	9.028	33.986	3.772	33.446	0.133	0.916	4000.0
65	9.147	34.479	3.658	32.245	0.131	0.933	5000.0
66	10.31	38.037	4.407	34.959	0.144	0.922	2000.0
67	9.727	36.33	4.162	33.073	0.154	0.931	2000.0
68	8.076	30.069	3.293	27.539	0.126	0.954	2000.0
69	7.224	26.987	2.841	26.125	0.098	0.954	3000.0
70	8.115	30.288	3.44	28.927	0.114	0.953	2000.0
71	7.967	29.705	3.364	28.306	0.105	0.944	2000.0
72	9.797	36.606	4.014	33.577	0.148	0.921	2000.0
73	11.365	42.723	4.514	39.352	0.198	0.894	6000.0
74	8.781	32.755	3.626	29.376	0.138	0.947	2000.0
75	8.119	30.478	3.293	29.248	0.122	0.945	3000.0
76	9.214	34.331	3.917	33.387	0.139	0.929	3000.0
77	8.018	29.743	3.537	27.634	0.119	0.954	4000.0
78	9.161	34.431	3.847	29.796	0.134	0.95	4000.0
79	7.945	29.692	3.545	30.073	0.103	0.942	5000.0
