NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	4.762	17.849	1.955	16.786	0.051	0.982	6000.0
2	6.153	22.917	2.517	21.322	0.069	0.97	2000.0
3	4.827	17.997	2.061	16.958	0.053	0.983	9000.0
4	6.047	22.727	2.667	23.302	0.072	0.965	6000.0
5	5.248	19.642	2.138	17.241	0.053	0.981	3000.0
6	5.155	19.229	2.373	20.021	0.055	0.975	4000.0
7	5.75	21.557	2.414	20.683	0.053	0.974	4000.0
8	6.304	23.38	2.652	22.011	0.077	0.971	2000.0
9	5.107	19.066	2.29	19.453	0.048	0.977	7000.0
10	4.06	15.205	1.62	14.843	0.038	0.985	3000.0
11	3.894	14.413	1.709	14.751	0.035	0.984	3000.0
12	4.322	16.422	1.987	17.881	0.043	0.974	4000.0
13	5.225	19.315	2.257	18.868	0.057	0.973	3000.0
14	6.083	22.768	2.747	21.651	0.069	0.971	5000.0
15	5.06	18.783	2.174	18.476	0.044	0.976	13000.0
16	5.327	19.93	2.289	19.469	0.07	0.974	4000.0
17	6.699	24.753	2.956	24.458	0.071	0.963	3000.0
18	4.169	15.601	1.849	14.758	0.036	0.987	3000.0
19	5.225	19.381	2.197	17.557	0.074	0.979	3000.0
20	6.004	22.425	2.578	21.767	0.07	0.973	2000.0
21	6.067	22.789	2.566	21.538	0.061	0.967	5000.0
22	5.562	20.689	2.358	19.101	0.059	0.978	3000.0
23	5.155	19.193	2.319	19.816	0.042	0.975	5000.0
24	5.601	21.063	2.468	20.148	0.059	0.977	4000.0
25	4.135	15.558	1.842	16.267	0.04	0.982	5000.0
26	5.037	18.858	2.115	17.878	0.038	0.978	2000.0
27	6.013	22.229	2.814	22.51	0.052	0.971	3000.0
28	5.653	21.108	2.467	20.29	0.055	0.978	4000.0
29	5.389	20.153	2.379	19.403	0.062	0.972	3000.0
30	6.069	22.673	2.708	22.605	0.074	0.971	2000.0
31	4.044	15.156	1.714	14.465	0.04	0.983	3000.0
