NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	3.257	12.342	1.319	11.6	0.03	0.988	4000.0
2	4.713	17.596	1.959	16.744	0.053	0.98	5000.0
3	4.085	15.285	1.715	14.322	0.033	0.988	3000.0
4	5.084	19.067	2.208	18.95	0.059	0.976	11000.0
5	4.004	14.725	1.672	13.578	0.03	0.988	6000.0
6	3.272	12.205	1.542	12.868	0.03	0.99	21000.0
7	3.924	14.856	1.634	14.5	0.04	0.985	3000.0
8	4.592	17.027	2.089	17.062	0.037	0.98	3000.0
9	4.48	16.729	2.068	17.293	0.037	0.981	3000.0
10	4.129	15.314	1.712	15.516	0.029	0.985	4000.0
11	3.348	12.369	1.547	13.322	0.021	0.989	3000.0
12	3.641	13.449	1.617	13.711	0.026	0.987	4000.0
13	3.597	13.317	1.644	13.383	0.03	0.984	6000.0
14	4.182	15.641	1.97	15.651	0.039	0.986	3000.0
15	3.134	11.642	1.327	11.267	0.024	0.992	8000.0
16	3.739	13.795	1.664	13.445	0.044	0.984	2000.0
17	4.429	16.402	2.023	16.934	0.041	0.984	11000.0
18	2.929	10.836	1.253	9.832	0.033	0.994	4000.0
19	5.864	21.908	2.502	20.952	0.06	0.973	3000.0
20	4.335	16.402	1.849	16.151	0.036	0.982	8000.0
21	3.848	14.347	1.697	14.211	0.032	0.987	8000.0
22	5.185	19.194	2.332	18.968	0.045	0.975	2000.0
23	3.286	12.129	1.599	13.613	0.026	0.987	6000.0
24	4.314	16.221	1.811	15.093	0.042	0.986	3000.0
25	3.062	11.465	1.493	12.93	0.025	0.989	14000.0
26	3.207	12.029	1.385	11.836	0.022	0.989	10000.0
27	4.491	16.752	2.06	17.031	0.035	0.984	3000.0
28	3.218	11.932	1.381	11.417	0.034	0.992	3000.0
29	5.1	19.08	2.337	18.594	0.037	0.976	6000.0
30	5.091	18.923	2.269	18.332	0.044	0.982	3000.0
31	3.228	11.948	1.376	11.564	0.02	0.992	12000.0
32	3.485	12.929	1.539	12.935	0.024	0.989	5000.0
33	5.013	18.915	2.156	18.432	0.048	0.978	7000.0
34	5.139	19.106	2.268	19.275	0.035	0.979	5000.0
35	3.425	12.705	1.437	12.045	0.031	0.991	18000.0
36	4.189	15.642	1.69	14.154	0.04	0.989	6000.0
37	2.487	9.253	1.113	9.352	0.02	0.994	2000.0
38	4.834	18.207	2.042	17.466	0.052	0.98	3000.0
39	3.045	11.362	1.431	11.405	0.018	0.992	5000.0
40	4.488	16.753	2.207	18.158	0.032	0.98	9000.0
41	4.626	17.11	2.062	16.916	0.039	0.984	4000.0
42	4.026	14.97	1.709	13.818	0.03	0.986	4000.0
43	4.517	16.834	2.026	16.668	0.053	0.984	6000.0
44	3.412	12.851	1.459	12.847	0.029	0.988	3000.0
45	3.812	14.134	1.673	14.086	0.033	0.987	6000.0
