NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	0.559	3.219	0.338	3.277	0.009	0.999	2000.0
2	1.073	6.024	0.634	5.677	0.017	0.998	11000.0
3	1.379	7.679	0.705	6.625	0.018	0.998	4000.0
4	1.591	8.231	0.829	7.6	0.035	0.995	9000.0
5	1.151	6.44	0.742	7.187	0.039	0.996	2000.0
6	1.209	7.095	0.642	5.989	0.019	0.998	11000.0
7	1.077	6.149	0.597	5.707	0.031	0.997	8000.0
8	1.419	7.954	0.71	6.673	0.022	0.998	22000.0
9	0.779	4.427	0.442	4.165	0.012	0.999	5000.0
10	2.858	16.336	1.442	13.251	0.045	0.992	4000.0
11	1.066	6.28	0.578	5.05	0.024	0.998	5000.0
12	1.326	7.319	0.744	6.672	0.016	0.998	3000.0
13	1.301	7.311	0.681	6.083	0.029	0.998	2000.0
14	1.662	8.857	0.949	9.419	0.05	0.99	2000.0
15	1.352	7.728	0.726	7.205	0.024	0.996	5000.0
16	1.587	8.784	0.863	8.046	0.02	0.996	27000.0
17	1.335	7.858	0.712	6.359	0.031	0.997	57000.0
18	1.059	6.015	0.646	5.779	0.006	0.997	4000.0
19	2.45	13.78	1.176	11.07	0.048	0.993	2000.0
20	1.219	6.883	0.698	6.938	0.016	0.997	3000.0
21	1.403	7.74	0.781	7.03	0.051	0.994	2000.0
22	2.166	12.135	1.255	11.46	0.05	0.988	14000.0
23	1.078	5.953	0.593	5.656	0.021	0.997	15000.0
24	2.239	12.448	1.07	10.259	0.029	0.994	3000.0
25	1.557	9.089	0.934	8.314	0.019	0.995	2000.0
26	1.045	5.857	0.543	4.414	0.018	0.999	15000.0
27	0.589	3.244	0.376	3.766	0.013	0.999	2000.0
28	1.298	7.431	0.764	6.86	0.026	0.996	16000.0
29	1.462	8.213	0.723	6.52	0.017	0.997	3000.0
30	1.654	9.218	0.872	8.274	0.022	0.995	7000.0
31	0.916	4.692	0.538	5.172	0.012	0.996	16000.0
32	1.733	9.529	0.977	8.981	0.028	0.994	4000.0
33	1.536	8.63	0.913	8.354	0.045	0.995	4000.0
34	1.528	8.959	0.8	6.852	0.028	0.997	11000.0
35	0.795	4.557	0.478	4.367	0.017	0.999	17000.0
36	0.96	5.281	0.642	5.498	0.023	0.998	4000.0
37	1.563	8.729	0.783	7.554	0.017	0.997	31000.0
38	1.941	11.178	1.014	9.394	0.028	0.995	3000.0
39	1.129	6.403	0.66	6.081	0.019	0.997	5000.0
40	0.982	5.643	0.593	5.889	0.014	0.996	5000.0
41	0.329	1.888	0.215	1.874	0.005	1.0	3000.0
42	1.389	7.45	0.71	5.832	0.017	0.998	3000.0
43	1.662	9.427	0.876	8.346	0.025	0.996	4000.0
44	0.979	5.288	0.515	4.818	0.009	0.998	3000.0
45	0.832	4.618	0.47	4.202	0.004	0.999	4000.0
46	1.579	8.788	0.882	7.726	0.019	0.995	3000.0
47	1.441	8.107	0.771	6.718	0.012	0.997	3000.0
48	0.548	2.881	0.32	2.913	0.008	0.999	3000.0
49	2.468	13.743	1.374	12.407	0.033	0.992	5000.0
50	1.913	10.753	1.007	8.852	0.035	0.995	9000.0
51	1.094	6.174	0.644	5.863	0.024	0.996	7000.0
52	2.4	13.629	1.278	11.607	0.039	0.992	4000.0
53	1.163	6.553	0.635	5.463	0.025	0.998	4000.0
54	1.098	6.115	0.59	5.237	0.009	0.998	3000.0
55	0.589	3.261	0.362	3.548	0.013	0.999	3000.0
56	1.481	8.148	0.79	7.095	0.02	0.997	5000.0
57	1.173	6.663	0.611	5.361	0.023	0.999	5000.0
58	1.725	9.765	0.879	7.645	0.021	0.996	7000.0
59	0.43	2.352	0.292	2.407	0.002	0.999	3000.0
60	2.272	12.358	1.284	13.518	0.071	0.98	3000.0
61	1.817	10.329	0.896	8.683	0.031	0.996	3000.0
62	1.332	7.723	0.74	6.937	0.015	0.997	7000.0
63	1.486	8.14	0.807	7.29	0.017	0.997	5000.0
64	1.93	10.928	1.101	10.408	0.023	0.992	3000.0
65	1.73	10.128	0.861	8.568	0.033	0.993	20000.0
66	0.972	5.501	0.545	4.922	0.009	0.999	5000.0
67	1.263	7.431	0.68	6.503	0.014	0.997	14000.0
68	1.545	8.415	0.735	6.77	0.02	0.997	9000.0
69	1.623	9.216	0.848	7.946	0.018	0.996	6000.0
70	1.107	6.424	0.642	5.339	0.015	0.999	26000.0
71	1.901	10.679	0.974	8.942	0.027	0.996	11000.0
72	0.667	3.519	0.438	4.121	0.016	0.997	4000.0
73	1.54	8.456	0.879	8.135	0.017	0.995	3000.0
74	1.181	6.942	0.702	6.694	0.019	0.996	3000.0
75	0.544	3.008	0.301	2.743	0.005	1.0	6000.0
76	1.242	7.084	0.634	5.588	0.022	0.998	8000.0
77	1.316	7.682	0.723	7.189	0.023	0.995	4000.0
78	2.016	11.544	1.013	9.772	0.041	0.992	3000.0
79	0.892	5.022	0.477	4.309	0.011	0.999	38000.0
80	0.817	4.549	0.496	4.414	0.013	0.998	12000.0
81	1.117	6.349	0.64	5.75	0.021	0.998	4000.0
82	0.679	3.547	0.434	4.023	0.014	0.998	6000.0
83	1.252	7.061	0.726	6.187	0.012	0.997	3000.0
84	0.881	4.932	0.524	4.805	0.024	0.998	15000.0
85	1.027	5.63	0.567	5.345	0.024	0.998	4000.0
86	1.176	6.866	0.696	6.288	0.01	0.998	5000.0
87	1.127	6.379	0.653	5.761	0.026	0.997	10000.0
88	1.315	7.619	0.706	6.82	0.02	0.997	8000.0
89	0.597	3.167	0.385	3.87	0.012	0.998	2000.0
90	1.293	7.2	0.78	7.322	0.038	0.994	5000.0
91	1.12	6.379	0.633	5.46	0.018	0.999	11000.0
92	0.647	3.466	0.349	3.132	0.015	0.999	3000.0
93	0.553	2.986	0.311	2.816	0.005	0.999	9000.0
94	1.603	8.966	0.868	7.891	0.018	0.996	7000.0
95	1.344	7.577	0.737	7.354	0.03	0.996	4000.0
96	0.754	4.136	0.418	3.873	0.017	0.998	3000.0
97	0.862	4.748	0.518	4.522	0.011	0.998	4000.0
98	1.706	9.617	0.969	9.747	0.036	0.993	20000.0
99	0.717	3.808	0.419	4.175	0.015	0.997	2000.0
100	1.051	6.063	0.639	6.098	0.017	0.997	18000.0
101	0.44	2.476	0.291	2.782	0.011	0.999	7000.0
102	0.991	5.452	0.539	4.665	0.008	0.998	3000.0
103	1.515	8.625	0.756	6.996	0.023	0.997	6000.0
104	1.48	8.329	0.8	7.196	0.022	0.997	8000.0
105	1.321	7.394	0.748	6.828	0.029	0.997	3000.0
106	2.437	13.936	1.279	11.94	0.053	0.991	6000.0
107	1.187	6.519	0.696	6.302	0.019	0.997	3000.0
108	1.49	8.462	0.764	6.499	0.032	0.997	6000.0
109	1.483	8.582	0.763	6.724	0.032	0.996	15000.0
110	1.404	7.762	0.822	7.492	0.029	0.996	51000.0
111	1.408	7.994	0.7	6.42	0.026	0.998	10000.0
112	1.523	8.857	0.807	7.406	0.022	0.995	5000.0
113	1.612	8.893	0.909	8.48	0.036	0.995	4000.0
114	0.883	5.267	0.558	4.636	0.006	0.998	4000.0
115	2.483	13.938	1.262	12.152	0.036	0.99	3000.0
116	1.525	8.532	0.783	7.211	0.018	0.996	3000.0
117	0.548	2.983	0.336	3.276	0.01	0.999	4000.0
118	0.635	3.798	0.426	4.361	0.013	0.998	8000.0
119	2.049	11.503	0.986	9.496	0.041	0.993	5000.0
120	1.112	6.335	0.659	6.138	0.025	0.997	7000.0
121	1.04	6.002	0.586	5.372	0.015	0.998	4000.0
122	1.446	7.876	0.863	8.187	0.048	0.993	9000.0
123	1.25	6.777	0.788	7.648	0.029	0.996	4000.0
124	1.201	6.437	0.665	5.57	0.022	0.997	43000.0
125	1.411	7.97	0.781	6.783	0.029	0.997	36000.0
126	0.837	4.621	0.549	5.11	0.023	0.997	4000.0
127	1.196	6.585	0.634	5.396	0.013	0.998	3000.0
128	1.791	10.127	1.266	11.491	0.05	0.983	7000.0
129	1.466	8.025	0.767	6.56	0.028	0.998	5000.0
130	1.312	7.408	0.741	7.15	0.017	0.997	4000.0
131	0.835	4.612	0.51	5.011	0.026	0.997	7000.0
132	1.069	6.069	0.714	6.356	0.026	0.997	3000.0
133	2.294	13.232	1.136	11.181	0.033	0.992	3000.0
134	0.757	4.211	0.486	4.331	0.003	0.999	7000.0
135	2.167	12.444	1.173	10.572	0.032	0.992	5000.0
136	0.751	4.343	0.445	4.173	0.019	0.998	5000.0
137	1.181	6.578	0.644	5.883	0.026	0.997	18000.0
138	1.313	7.583	0.824	7.153	0.022	0.997	7000.0
139	1.865	10.761	1.004	9.685	0.036	0.992	5000.0
140	0.48	2.646	0.306	2.883	0.005	0.999	18000.0
141	1.528	8.533	0.796	7.023	0.022	0.997	5000.0
142	1.074	5.841	0.618	5.605	0.025	0.998	38000.0
143	1.494	8.657	0.743	7.028	0.023	0.996	4000.0
144	1.598	8.876	0.913	8.165	0.037	0.996	5000.0
145	1.402	8.436	0.834	8.32	0.04	0.993	13000.0
146	1.604	9.106	0.845	7.755	0.028	0.995	3000.0
147	1.456	8.146	0.748	6.932	0.025	0.995	3000.0
148	1.483	8.538	0.818	7.988	0.036	0.994	12000.0
149	2.089	12.194	1.095	11.001	0.036	0.99	5000.0
150	2.067	11.33	1.016	8.819	0.032	0.995	3000.0
151	0.733	4.085	0.406	3.547	0.01	0.999	4000.0
152	0.405	2.09	0.262	2.155	0.008	1.0	4000.0
153	1.79	10.184	0.989	9.178	0.02	0.995	4000.0
154	1.995	11.142	0.939	9.121	0.037	0.993	6000.0
155	1.372	7.731	0.694	6.381	0.029	0.997	5000.0
156	1.367	7.414	0.727	6.418	0.018	0.997	4000.0
157	1.429	7.628	0.819	7.3	0.035	0.994	3000.0
158	0.854	4.713	0.498	4.672	0.023	0.997	22000.0
159	0.873	4.759	0.556	5.594	0.021	0.996	4000.0
160	1.416	7.847	0.807	7.564	0.028	0.996	5000.0
161	1.43	8.162	0.792	7.382	0.026	0.996	6000.0
162	1.498	8.399	0.971	9.568	0.053	0.988	3000.0
163	1.868	10.511	0.953	9.075	0.045	0.991	6000.0
164	1.28	7.45	0.707	6.66	0.02	0.996	8000.0
165	0.784	4.574	0.463	4.352	0.012	0.998	3000.0
166	0.92	5.05	0.485	4.492	0.012	0.998	3000.0
167	0.583	3.197	0.327	2.818	0.006	1.0	7000.0
168	1.599	8.875	0.85	7.37	0.022	0.997	3000.0
169	1.9	11.063	0.99	10.289	0.021	0.991	55000.0
170	1.199	6.676	0.713	6.732	0.025	0.997	3000.0
171	0.844	4.636	0.453	4.411	0.013	0.998	69000.0
172	1.443	8.355	0.791	7.176	0.015	0.995	5000.0
173	1.487	8.267	0.742	7.184	0.023	0.996	11000.0
174	0.457	2.459	0.323	2.78	0.008	0.999	3000.0
175	1.659	9.115	0.924	8.202	0.029	0.995	4000.0
176	2.02	11.446	1.137	10.477	0.044	0.993	3000.0
177	1.318	7.571	0.703	6.342	0.021	0.996	5000.0
178	1.637	9.911	0.931	8.117	0.03	0.996	3000.0
179	1.288	7.108	0.7	6.778	0.034	0.996	5000.0
180	1.15	6.317	0.622	6.315	0.018	0.996	22000.0
181	1.733	9.791	0.869	7.752	0.03	0.996	5000.0
182	2.32	12.935	1.297	12.414	0.019	0.992	3000.0
