NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	0.546	2.029	0.255	2.172	0.001	1.0	11000.0
2	0.886	3.311	0.437	3.7	0.004	0.999	9000.0
3	1.049	3.773	0.508	4.181	0.006	0.999	10000.0
4	1.559	5.807	0.778	6.174	0.01	0.997	8000.0
5	0.461	1.726	0.214	1.815	0.001	1.0	12000.0
6	1.246	4.642	0.609	5.232	0.006	0.998	16000.0
7	2.029	7.571	1.071	8.908	0.007	0.995	5000.0
8	1.288	4.746	0.632	5.092	0.003	0.998	7000.0
9	1.007	3.688	0.476	4.022	0.003	0.999	9000.0
10	1.582	5.854	0.835	7.247	0.006	0.996	10000.0
11	1.244	4.734	0.661	6.209	0.01	0.995	22000.0
12	1.361	5.138	0.696	6.159	0.013	0.996	12000.0
13	1.085	4.013	0.517	4.086	0.004	0.999	7000.0
14	0.736	2.693	0.342	2.725	0.002	1.0	14000.0
15	0.746	2.788	0.333	2.825	0.001	1.0	20000.0
16	0.994	3.686	0.479	4.013	0.006	0.998	30000.0
17	1.443	5.309	0.626	5.102	0.01	0.998	13000.0
18	1.492	5.546	0.739	6.353	0.005	0.997	7000.0
19	1.689	6.41	0.8	6.734	0.006	0.996	13000.0
20	2.284	8.635	1.105	9.625	0.01	0.991	5000.0
21	0.898	3.311	0.428	3.553	0.004	0.999	13000.0
22	1.312	4.892	0.668	6.169	0.009	0.997	41000.0
23	1.039	3.855	0.535	4.146	0.002	0.998	7000.0
24	1.469	5.296	0.761	5.582	0.009	0.996	38000.0
25	1.062	3.985	0.533	4.552	0.006	0.998	17000.0
26	1.096	4.11	0.545	4.616	0.005	0.999	10000.0
27	1.093	4.125	0.513	4.406	0.003	0.999	19000.0
28	1.072	3.933	0.535	4.602	0.006	0.998	21000.0
29	0.498	1.804	0.239	1.79	0.002	1.0	6000.0
30	1.01	3.752	0.496	4.224	0.004	0.999	24000.0
31	1.07	3.976	0.456	3.932	0.004	0.999	5000.0
