NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	3.208	12.017	1.426	11.93	0.024	0.992	5000.0
2	3.828	14.11	1.699	14.13	0.031	0.985	6000.0
3	3.225	12.16	1.347	11.367	0.023	0.992	6000.0
4	3.616	13.515	1.688	14.529	0.035	0.981	5000.0
5	2.316	8.571	0.995	8.184	0.021	0.996	5000.0
6	3.416	12.678	1.486	12.604	0.032	0.987	3000.0
7	2.54	9.444	1.071	8.924	0.018	0.995	10000.0
8	2.636	9.882	1.213	10.117	0.017	0.991	5000.0
9	2.531	9.464	1.105	9.523	0.019	0.994	4000.0
10	3.086	11.475	1.29	11.723	0.017	0.991	6000.0
11	1.974	7.338	0.871	7.534	0.01	0.996	4000.0
12	1.605	6.008	0.691	6.195	0.009	0.996	3000.0
13	3.404	12.741	1.465	11.932	0.032	0.99	6000.0
14	3.344	12.447	1.416	11.042	0.029	0.993	3000.0
15	2.193	8.125	0.96	8.103	0.012	0.996	7000.0
16	2.546	9.417	1.121	9.072	0.018	0.995	22000.0
17	3.098	11.703	1.377	12.119	0.016	0.99	10000.0
18	2.292	8.623	1.055	8.581	0.015	0.994	7000.0
19	4.2	15.554	1.851	14.787	0.052	0.987	2000.0
20	3.211	12.155	1.359	11.841	0.029	0.99	4000.0
21	3.035	11.28	1.301	10.863	0.02	0.992	4000.0
22	3.987	14.716	1.792	14.222	0.027	0.987	5000.0
23	3.117	11.682	1.496	12.788	0.018	0.987	7000.0
24	3.153	11.794	1.335	11.082	0.022	0.992	3000.0
25	2.469	9.252	1.185	10.264	0.02	0.992	16000.0
26	2.43	9.087	1.026	8.892	0.013	0.995	10000.0
27	3.011	11.258	1.392	11.496	0.019	0.991	7000.0
28	2.47	9.014	1.138	8.804	0.018	0.995	5000.0
29	2.908	10.899	1.463	11.615	0.02	0.988	7000.0
30	3.054	11.517	1.363	11.736	0.03	0.989	6000.0
31	1.902	6.998	0.925	7.874	0.015	0.996	6000.0
32	1.837	6.762	0.776	6.459	0.008	0.998	6000.0
33	3.424	12.775	1.535	13.142	0.035	0.989	7000.0
34	3.137	11.662	1.47	12.48	0.015	0.991	4000.0
35	1.755	6.572	0.813	6.768	0.008	0.997	6000.0
36	2.837	10.615	1.318	10.959	0.015	0.989	3000.0
37	2.039	7.563	0.914	7.676	0.019	0.996	5000.0
38	3.551	13.326	1.632	13.933	0.033	0.987	17000.0
39	1.521	5.642	0.695	5.825	0.005	0.998	5000.0
40	2.942	10.991	1.333	11.315	0.017	0.992	7000.0
41	2.423	9.142	1.1	9.127	0.022	0.994	5000.0
42	2.8	10.62	1.261	10.157	0.022	0.993	17000.0
43	4.024	14.947	1.845	14.869	0.032	0.985	5000.0
44	2.771	10.137	1.149	9.812	0.023	0.992	5000.0
45	2.114	7.806	0.968	8.334	0.015	0.995	5000.0
46	2.853	10.535	1.42	11.622	0.016	0.992	5000.0
47	2.627	9.66	1.138	9.562	0.015	0.993	15000.0
48	2.561	9.574	1.104	9.524	0.021	0.994	7000.0
49	2.559	9.551	1.215	9.924	0.018	0.994	3000.0
50	4.257	15.95	1.911	15.873	0.032	0.98	4000.0
51	3.841	14.248	1.607	14.071	0.028	0.987	5000.0
52	2.068	7.742	0.918	7.817	0.012	0.996	7000.0
53	2.852	10.565	1.253	10.816	0.021	0.989	3000.0
54	3.293	12.277	1.654	14.09	0.024	0.984	3000.0
55	2.708	10.215	1.11	10.067	0.026	0.992	10000.0
56	1.824	6.747	0.823	6.82	0.009	0.998	12000.0
57	2.631	9.645	1.216	10.32	0.011	0.992	7000.0
58	2.35	8.725	1.106	9.117	0.016	0.993	7000.0
59	3.738	13.897	1.708	14.2	0.024	0.988	6000.0
60	2.101	7.837	0.959	8.571	0.013	0.995	18000.0
61	3.142	11.628	1.412	12.306	0.028	0.99	5000.0
62	2.934	10.976	1.498	12.63	0.017	0.99	5000.0
63	3.252	12.261	1.581	13.581	0.023	0.987	3000.0
64	3.798	14.468	1.664	14.37	0.046	0.982	6000.0
65	4.29	16.051	1.887	14.965	0.034	0.983	4000.0
66	2.885	10.782	1.191	10.019	0.021	0.993	4000.0
67	1.88	7.063	0.872	7.569	0.008	0.996	4000.0
68	3.977	14.722	1.636	14.425	0.029	0.984	5000.0
69	1.764	6.548	0.827	6.234	0.013	0.998	3000.0
70	3.963	14.866	1.75	15.508	0.031	0.984	3000.0
71	2.752	10.45	1.176	10.993	0.019	0.989	3000.0
72	3.43	12.741	1.492	12.82	0.024	0.99	2000.0
73	3.161	11.687	1.4	11.586	0.028	0.99	8000.0
74	3.02	11.368	1.267	11.391	0.019	0.989	6000.0
75	2.997	11.146	1.409	11.777	0.019	0.99	6000.0
76	2.5	9.237	1.251	9.426	0.013	0.994	5000.0
77	3.205	11.915	1.369	11.514	0.025	0.989	4000.0
78	3.26	12.194	1.402	11.763	0.021	0.992	3000.0
79	2.648	9.937	1.093	9.528	0.019	0.993	6000.0
80	3.149	11.738	1.398	12.368	0.025	0.988	4000.0
81	2.495	9.35	1.185	10.335	0.009	0.992	12000.0
82	2.806	10.467	1.266	10.982	0.021	0.991	45000.0
83	4.742	17.623	1.935	17.087	0.048	0.978	5000.0
84	2.132	7.824	0.91	6.892	0.014	0.997	6000.0
85	2.597	9.85	1.069	9.182	0.018	0.992	6000.0
86	3.202	11.798	1.378	11.415	0.025	0.99	5000.0
87	4.179	15.65	1.938	16.121	0.034	0.98	3000.0
88	3.05	11.43	1.34	11.523	0.016	0.992	7000.0
89	2.717	10.002	1.17	9.397	0.017	0.994	4000.0
90	4.049	15.223	1.863	16.505	0.027	0.982	8000.0
91	2.724	10.135	1.316	10.93	0.029	0.992	46000.0
92	2.273	8.531	1.004	8.676	0.013	0.996	7000.0
93	3.737	14.04	1.587	13.221	0.029	0.988	9000.0
94	2.973	10.946	1.341	10.94	0.017	0.991	12000.0
95	2.648	9.869	1.163	9.571	0.012	0.994	5000.0
96	3.264	12.358	1.45	11.748	0.026	0.988	13000.0
97	2.661	9.805	1.112	9.253	0.026	0.993	5000.0
98	2.496	9.271	1.111	9.165	0.017	0.993	6000.0
99	3.525	13.073	1.545	12.866	0.021	0.99	6000.0
100	2.935	11.007	1.254	10.577	0.029	0.991	18000.0
101	3.211	11.954	1.423	11.804	0.025	0.993	3000.0
102	3.394	12.735	1.445	12.558	0.028	0.989	8000.0
103	3.139	11.889	1.418	11.837	0.03	0.989	5000.0
104	2.389	8.886	1.161	10.002	0.018	0.993	15000.0
105	3.319	12.304	1.42	12.196	0.022	0.991	11000.0
106	2.396	9.02	1.188	10.242	0.018	0.993	3000.0
