NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	5.076	28.218	2.308	21.878	0.131	0.973	3000.0
2	4.768	26.813	2.351	21.517	0.126	0.972	2000.0
3	5.574	32.421	2.582	24.318	0.155	0.965	3000.0
4	5.46	30.149	2.452	22.368	0.174	0.971	4000.0
5	6.37	35.605	3.01	28.0	0.15	0.96	4000.0
6	5.624	32.14	2.779	25.781	0.149	0.966	3000.0
7	5.096	28.779	2.43	23.408	0.128	0.971	3000.0
8	6.186	35.734	2.965	28.284	0.188	0.948	3000.0
9	5.755	32.167	2.822	25.397	0.144	0.965	2000.0
10	5.689	31.832	2.647	24.298	0.16	0.97	2000.0
11	4.493	25.352	2.076	17.765	0.118	0.984	2000.0
12	5.172	29.402	2.427	23.022	0.13	0.972	2000.0
13	5.512	30.899	2.754	24.315	0.124	0.97	4000.0
14	7.542	42.45	3.847	34.456	0.193	0.936	2000.0
15	4.56	25.932	2.132	20.047	0.129	0.978	3000.0
16	5.237	29.502	2.426	22.945	0.145	0.969	3000.0
17	4.738	27.133	2.031	18.32	0.143	0.979	2000.0
18	3.456	19.824	1.705	16.22	0.085	0.985	2000.0
19	6.156	34.615	2.663	25.764	0.173	0.961	2000.0
20	5.153	29.187	2.424	23.5	0.127	0.964	2000.0
21	6.245	34.862	2.979	26.358	0.165	0.97	2000.0
22	6.416	36.101	2.874	26.573	0.189	0.964	4000.0
23	4.985	28.099	2.663	24.412	0.14	0.963	2000.0
24	5.138	29.28	2.348	23.0	0.136	0.973	3000.0
25	4.04	22.507	1.924	17.151	0.109	0.986	2000.0
26	4.694	25.919	2.187	18.584	0.149	0.976	6000.0
27	4.766	27.128	2.447	23.574	0.111	0.967	6000.0
28	5.176	29.164	2.57	21.531	0.168	0.979	2000.0
29	5.652	32.061	2.593	24.638	0.154	0.97	2000.0
30	4.237	22.885	1.907	17.726	0.119	0.979	2000.0
31	5.283	29.077	2.558	24.816	0.143	0.953	2000.0
32	6.078	34.637	2.987	26.791	0.159	0.966	2000.0
33	5.742	32.627	2.738	25.094	0.138	0.966	5000.0
34	4.876	27.112	2.092	19.472	0.156	0.977	2000.0
35	4.298	23.865	2.034	18.062	0.115	0.983	3000.0
36	5.337	29.74	2.699	23.049	0.124	0.973	4000.0
37	5.225	29.376	2.527	25.103	0.109	0.956	3000.0
38	4.76	26.758	2.205	20.255	0.129	0.978	3000.0
39	4.493	24.875	1.917	17.695	0.129	0.981	5000.0
40	5.171	29.277	2.357	22.272	0.135	0.972	3000.0
41	4.785	26.503	2.222	18.964	0.122	0.982	12000.0
42	5.381	30.635	2.505	22.459	0.169	0.971	2000.0
43	6.07	34.868	3.023	28.058	0.137	0.957	2000.0
44	4.804	26.562	2.335	20.76	0.125	0.976	2000.0
45	5.629	31.012	3.032	27.0	0.137	0.952	3000.0
46	5.863	32.692	2.921	25.81	0.142	0.959	3000.0
47	5.681	32.215	2.731	24.951	0.128	0.964	3000.0
48	5.092	28.893	2.45	22.585	0.127	0.97	3000.0
