NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	5.076	18.843	2.408	20.086	0.04	0.974	4000.0
2	4.434	16.624	1.979	16.704	0.037	0.982	3000.0
3	6.355	23.686	2.861	24.037	0.064	0.969	3000.0
4	5.103	19.049	2.182	17.875	0.06	0.98	6000.0
5	5.432	20.417	2.307	19.291	0.06	0.977	3000.0
6	6.555	24.404	2.797	23.923	0.067	0.963	6000.0
7	6.353	23.851	2.813	23.941	0.074	0.964	3000.0
8	5.81	21.489	2.489	21.08	0.062	0.972	4000.0
9	5.75	21.461	2.302	19.332	0.057	0.979	5000.0
10	6.35	23.705	2.647	22.309	0.066	0.969	3000.0
11	6.879	25.792	3.062	26.58	0.077	0.954	3000.0
12	4.872	18.077	2.067	17.169	0.058	0.979	5000.0
13	5.402	20.2	2.365	19.196	0.053	0.978	3000.0
14	5.342	20.149	2.21	19.601	0.054	0.972	6000.0
15	6.332	23.719	2.782	23.605	0.064	0.964	5000.0
16	5.477	20.498	2.348	18.687	0.052	0.98	3000.0
17	4.824	17.99	2.093	17.428	0.054	0.983	5000.0
18	6.905	25.738	2.885	24.349	0.085	0.964	5000.0
19	5.035	18.791	2.022	16.428	0.062	0.986	6000.0
20	5.065	18.925	2.22	18.602	0.056	0.979	7000.0
21	6.541	24.227	2.816	23.774	0.067	0.964	2000.0
22	5.467	20.285	2.258	20.096	0.052	0.972	3000.0
23	5.156	19.043	2.185	17.844	0.04	0.983	2000.0
24	5.373	20.111	2.302	19.391	0.053	0.97	3000.0
25	5.379	19.999	2.431	20.364	0.05	0.975	2000.0
26	4.557	17.068	1.899	16.18	0.052	0.983	7000.0
27	5.607	20.821	2.329	19.538	0.061	0.977	4000.0
28	6.748	25.06	2.954	24.212	0.065	0.963	3000.0
29	5.728	21.516	2.53	20.613	0.065	0.976	4000.0
30	6.515	24.11	2.837	23.484	0.057	0.96	4000.0
31	5.607	20.866	2.359	20.09	0.051	0.974	3000.0
32	6.557	24.284	2.773	24.405	0.06	0.964	4000.0
33	4.767	17.761	2.101	16.887	0.054	0.982	4000.0
34	4.757	17.941	2.021	17.45	0.049	0.979	3000.0
35	5.541	20.665	2.39	20.456	0.057	0.971	4000.0
36	5.568	21.182	2.405	20.588	0.07	0.966	3000.0
37	4.437	16.572	1.87	15.24	0.04	0.986	15000.0
38	6.011	22.41	2.587	22.833	0.062	0.965	7000.0
39	5.432	20.148	2.384	19.284	0.069	0.973	2000.0
40	6.055	22.89	2.594	22.766	0.069	0.962	2000.0
41	5.217	19.501	2.162	18.511	0.045	0.98	3000.0
42	7.305	26.906	3.203	26.732	0.079	0.957	7000.0
43	5.363	19.962	2.285	18.72	0.068	0.972	4000.0
44	6.52	24.545	2.731	23.071	0.06	0.968	5000.0
45	5.01	18.601	2.2	18.755	0.037	0.978	7000.0
46	5.058	18.93	2.337	19.365	0.046	0.977	4000.0
47	6.555	24.463	2.731	23.814	0.07	0.97	3000.0
48	5.258	19.475	2.208	18.65	0.049	0.978	5000.0
49	3.684	13.813	1.454	12.884	0.027	0.989	5000.0
50	4.792	17.702	1.982	16.606	0.047	0.984	11000.0
51	6.434	23.761	2.717	20.669	0.083	0.975	3000.0
52	6.114	22.744	2.666	22.769	0.06	0.97	5000.0
53	6.145	22.921	2.568	20.923	0.059	0.973	3000.0
