Sample Names	MutationType	CN1	CN2	CN13
Syntheticpatient9	0:homdel:0-100kb	0.09096949892061221	0.2268010684109581	0.6822294326684297
Syntheticpatient9	0:homdel:100kb-1Mb	0.016825551157647615	0.06360377815451682	0.9195706706878355
Syntheticpatient9	0:homdel:>1Mb	0.02047947266408024	0.06449744732944969	0.91502308000647
Syntheticpatient9	1:LOH:0-100kb	0.11105993430279326	0.2210318878913017	0.6679081778059051
Syntheticpatient9	1:LOH:100kb-1Mb	0.06189405413391434	0.06383607893990428	0.8742698669261815
Syntheticpatient9	1:LOH:1Mb-10Mb	0.02417017177383924	0.002582477899910418	0.9732473503262503
Syntheticpatient9	1:LOH:10Mb-40Mb	0.04858769794525465	0.0009930933523807511	0.9504192087023645
Syntheticpatient9	1:LOH:>40Mb	0.05383531078784474	0.00018175905272916276	0.9459829301594259
Syntheticpatient9	2:LOH:0-100kb	0.1825640388872787	0.7649711443507811	0.05246481676194036
Syntheticpatient9	2:LOH:100kb-1Mb	0.01975589945013514	0.17872966746967775	0.8015144330801872
Syntheticpatient9	2:LOH:1Mb-10Mb	0.01436271454885226	0.21716531014331963	0.7684719753078281
Syntheticpatient9	2:LOH:10Mb-40Mb	0.023984318464680167	0.5808229973636405	0.39519268417167935
Syntheticpatient9	2:LOH:>40Mb	0.08283193481772057	0.9137098560060014	0.003458209176278036
Syntheticpatient9	3-4:LOH:0-100kb	0.13470636934722788	0.5305295891463885	0.33476404150638356
Syntheticpatient9	3-4:LOH:100kb-1Mb	0.021278926980093503	0.3526245551141716	0.6260965179057347
Syntheticpatient9	3-4:LOH:1Mb-10Mb	0.011758466266698065	0.19368151133521758	0.7945600223980844
Syntheticpatient9	3-4:LOH:10Mb-40Mb	0.0015267628061799692	0.3176302122014017	0.6808430249924182
Syntheticpatient9	3-4:LOH:>40Mb	0.1131708089898089	0.5353755501797934	0.35145364083039765
Syntheticpatient9	5-8:LOH:0-100kb	0.01642210232154594	0.15794954884539764	0.8256283488330565
Syntheticpatient9	5-8:LOH:100kb-1Mb	0.014668216379548632	0.472500560672511	0.5128312229479403
Syntheticpatient9	5-8:LOH:1Mb-10Mb	0.004534291970100466	0.19619535668408336	0.7992703513458163
Syntheticpatient9	5-8:LOH:10Mb-40Mb	0.00969570463752263	0.5360435145558103	0.45426078080666704
Syntheticpatient9	5-8:LOH:>40Mb	0.010962493146336393	0.6664342976646915	0.32260320918897206
Syntheticpatient9	9+:LOH:0-100kb	0.09296254232902058	0.7217992114539675	0.1852382462170118
Syntheticpatient9	9+:LOH:100kb-1Mb	0.018381281171567756	0.05966443190772828	0.921954286920704
Syntheticpatient9	9+:LOH:1Mb-10Mb	0.017193475368550284	0.14198674602880987	0.8408197786026398
Syntheticpatient9	9+:LOH:10Mb-40Mb	0.009143566637077657	0.9857158106453028	0.0051406227176196955
Syntheticpatient9	9+:LOH:>40Mb	0.0012269305930697977	0.6337078731602709	0.3650651962466593
Syntheticpatient9	2:het:0-100kb	0.007530407906444499	0.127900049989015	0.8645695421045404
Syntheticpatient9	2:het:100kb-1Mb	0.04992231938448394	0.06044758272471243	0.8896300978908037
Syntheticpatient9	2:het:1Mb-10Mb	0.043845979727863506	0.0029090854816408193	0.9532449347904957
Syntheticpatient9	2:het:10Mb-40Mb	0.21492476994304074	0.00153944789874646	0.783535782158213
Syntheticpatient9	2:het:>40Mb	0.6079912461265615	3.04207706066237e-06	0.39200571179637783
Syntheticpatient9	3-4:het:0-100kb	0.1872279066924823	0.49409800588121083	0.31867408742630693
Syntheticpatient9	3-4:het:100kb-1Mb	0.02405963274377716	0.20210440265646085	0.773835964599762
Syntheticpatient9	3-4:het:1Mb-10Mb	0.00713830896621248	0.4786598374274781	0.5142018536063095
Syntheticpatient9	3-4:het:10Mb-40Mb	0.008599981720686049	0.7726924046387211	0.21870761364059285
Syntheticpatient9	3-4:het:>40Mb	0.006371341251128812	0.9254455587416619	0.06818310000720929
Syntheticpatient9	5-8:het:0-100kb	0.07366994213643747	0.34134929900388167	0.5849807588596809
Syntheticpatient9	5-8:het:100kb-1Mb	0.00404136737814364	0.8077464796557886	0.1882121529660678
Syntheticpatient9	5-8:het:1Mb-10Mb	0.005247156930482385	0.994663333622953	8.950944656463514e-05
Syntheticpatient9	5-8:het:10Mb-40Mb	0.0003674728844043404	0.9764371816908939	0.02319534542470174
Syntheticpatient9	5-8:het:>40Mb	0.005887496052505253	0.9895294003853481	0.004583103562146683
Syntheticpatient9	9+:het:0-100kb	0.014121766663088977	0.266032789524525	0.719845443812386
Syntheticpatient9	9+:het:100kb-1Mb	0.03245804198978711	0.6612472848088953	0.3062946732013175
Syntheticpatient9	9+:het:1Mb-10Mb	0.007787620126023417	0.3147662496073088	0.6774461302666678
Syntheticpatient9	9+:het:10Mb-40Mb	0.00042689455311991216	0.9364221525887965	0.06315095285808356
Syntheticpatient9	9+:het:>40Mb	0.002459399072931603	0.8753626571514322	0.12217794377563611
