NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	0.709	3.796	0.379	3.517	0.017	0.999	3000.0
2	1.02	5.707	0.558	5.23	0.018	0.998	4000.0
3	0.819	4.64	0.479	4.198	0.02	0.998	9000.0
4	1.072	5.949	0.664	6.509	0.023	0.996	4000.0
5	0.718	4.166	0.446	4.309	0.006	0.998	3000.0
6	0.97	5.417	0.467	4.124	0.014	0.999	6000.0
7	2.091	11.852	0.997	9.939	0.044	0.992	4000.0
8	0.725	4.11	0.444	4.222	0.012	0.999	19000.0
9	1.083	6.133	0.607	5.2	0.02	0.999	8000.0
10	0.943	5.36	0.611	5.915	0.02	0.997	3000.0
11	1.242	7.501	0.717	6.86	0.037	0.994	3000.0
12	1.354	7.35	0.769	7.517	0.034	0.993	6000.0
13	1.546	8.338	0.876	8.277	0.024	0.994	8000.0
14	1.546	8.78	0.812	7.061	0.023	0.997	14000.0
15	1.37	7.799	0.772	7.282	0.035	0.994	5000.0
16	1.499	8.11	0.777	7.576	0.027	0.995	3000.0
17	0.16	0.924	0.113	1.027	0.004	1.0	3000.0
18	2.072	11.247	1.087	10.329	0.033	0.992	4000.0
19	0.32	1.651	0.226	2.056	0.006	0.999	3000.0
20	1.922	10.662	1.107	9.65	0.017	0.993	5000.0
21	1.098	6.306	0.571	4.91	0.02	0.999	5000.0
22	1.009	5.478	0.666	6.159	0.027	0.996	3000.0
23	1.184	6.554	0.76	6.748	0.023	0.996	4000.0
24	1.745	9.427	1.003	9.742	0.021	0.993	21000.0
25	1.076	6.304	0.611	5.708	0.022	0.997	8000.0
26	1.349	7.272	0.681	5.987	0.021	0.998	14000.0
27	1.272	7.038	0.741	7.193	0.032	0.996	5000.0
28	0.984	5.388	0.547	4.978	0.015	0.997	3000.0
29	1.312	7.277	0.687	6.119	0.024	0.997	7000.0
30	1.185	6.671	0.639	6.284	0.018	0.997	2000.0
31	1.331	7.389	0.702	6.41	0.019	0.996	2000.0
32	2.009	11.622	1.007	8.98	0.038	0.994	3000.0
33	1.008	5.598	0.583	5.264	0.013	0.998	2000.0
34	0.507	2.904	0.358	3.243	0.013	0.999	6000.0
35	2.206	12.36	1.158	10.81	0.032	0.992	21000.0
36	1.766	9.857	0.882	8.077	0.03	0.997	24000.0
37	1.59	8.924	0.872	7.554	0.02	0.997	2000.0
38	1.069	5.816	0.569	5.079	0.008	0.998	2000.0
39	1.367	7.751	0.715	6.709	0.019	0.998	6000.0
40	0.933	5.53	0.53	4.688	0.015	0.999	3000.0
41	1.256	6.863	0.675	6.375	0.022	0.997	7000.0
42	0.76	4.276	0.452	4.085	0.01	0.999	4000.0
43	0.878	4.846	0.468	4.083	0.018	0.999	24000.0
44	1.539	8.742	0.82	7.818	0.013	0.996	3000.0
45	1.604	9.252	0.941	8.647	0.039	0.995	6000.0
46	1.466	8.723	0.788	7.101	0.032	0.997	5000.0
47	1.257	7.08	0.62	6.005	0.02	0.997	15000.0
48	0.71	4.12	0.418	3.693	0.007	0.999	2000.0
49	0.547	3.102	0.304	3.083	0.006	0.999	4000.0
50	1.248	6.836	0.735	6.321	0.029	0.996	4000.0
51	1.383	7.818	0.725	6.631	0.019	0.997	13000.0
52	1.709	9.396	0.843	7.363	0.023	0.995	2000.0
53	1.358	7.69	0.728	5.895	0.026	0.997	4000.0
54	1.372	8.13	0.776	7.084	0.021	0.996	4000.0
55	0.962	5.102	0.482	4.327	0.015	0.998	16000.0
56	1.038	5.641	0.607	5.827	0.027	0.995	2000.0
57	0.796	4.31	0.48	4.148	0.014	0.999	4000.0
58	1.072	6.057	0.627	5.615	0.011	0.998	2000.0
59	1.135	6.577	0.605	5.744	0.013	0.997	11000.0
60	0.986	5.73	0.594	5.686	0.02	0.998	60000.0
61	0.724	4.139	0.47	4.619	0.016	0.998	4000.0
