NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	16.924	63.027	6.399	53.096	0.371	0.822	2000.0
2	20.24	75.6	7.82	64.578	0.465	0.729	2000.0
3	17.492	64.841	6.683	53.886	0.354	0.83	2000.0
4	17.507	65.405	6.618	56.285	0.386	0.807	2000.0
5	16.691	62.591	6.86	56.552	0.356	0.801	2000.0
6	17.136	64.101	6.646	55.696	0.376	0.809	2000.0
7	16.995	63.551	6.884	56.384	0.386	0.797	2000.0
8	18.442	68.701	7.153	58.42	0.404	0.791	2000.0
9	15.174	56.855	5.745	49.333	0.31	0.849	2000.0
10	15.94	59.883	5.872	52.635	0.347	0.82	2000.0
11	15.445	58.205	5.969	50.942	0.354	0.831	2000.0
12	15.91	59.196	6.026	51.445	0.321	0.835	2000.0
13	17.257	64.853	6.823	54.917	0.404	0.801	2000.0
14	19.252	71.642	7.755	60.56	0.409	0.779	2000.0
15	17.037	63.759	6.807	57.002	0.351	0.792	2000.0
16	18.407	68.935	7.22	59.923	0.426	0.776	2000.0
17	16.6	61.99	6.49	55.069	0.354	0.809	2000.0
18	18.441	68.678	7.422	57.291	0.398	0.796	3000.0
19	17.784	66.301	6.885	55.755	0.423	0.799	2000.0
20	17.514	65.196	6.882	57.561	0.372	0.796	2000.0
21	17.529	65.705	6.975	58.432	0.395	0.782	2000.0
22	17.718	66.436	7.195	59.004	0.421	0.78	3000.0
23	15.706	58.672	6.286	53.406	0.33	0.825	4000.0
24	18.213	67.748	7.22	57.214	0.406	0.801	2000.0
25	16.331	60.837	6.269	53.304	0.333	0.818	2000.0
26	16.114	60.475	6.06	53.057	0.324	0.821	2000.0
27	18.651	69.514	7.179	58.054	0.438	0.784	2000.0
28	16.535	61.725	6.601	54.303	0.345	0.815	2000.0
29	18.545	69.107	7.624	60.291	0.42	0.777	2000.0
30	16.835	62.8	6.3	51.928	0.36	0.834	3000.0
31	16.635	62.538	6.243	53.82	0.369	0.815	2000.0
32	15.848	59.177	6.454	55.171	0.337	0.813	2000.0
33	17.573	65.746	6.635	54.951	0.367	0.81	2000.0
34	16.042	59.734	5.999	51.62	0.331	0.836	2000.0
35	16.516	61.592	6.632	54.614	0.353	0.815	2000.0
36	17.731	65.996	6.698	55.618	0.376	0.814	2000.0
37	16.457	61.458	6.588	54.814	0.367	0.818	2000.0
38	17.276	64.553	6.381	54.362	0.355	0.818	2000.0
39	18.249	68.477	6.797	57.437	0.404	0.785	2000.0
40	17.491	64.872	7.192	57.494	0.388	0.794	2000.0
41	17.186	64.171	6.901	56.204	0.375	0.806	2000.0
42	18.695	69.622	7.422	58.161	0.385	0.788	2000.0
43	19.792	74.01	7.604	62.046	0.461	0.763	2000.0
44	17.41	65.263	6.482	56.11	0.359	0.802	2000.0
45	16.844	62.979	6.285	52.581	0.376	0.831	2000.0
46	19.795	74.143	7.859	63.788	0.463	0.747	2000.0
47	16.833	63.169	6.483	54.759	0.371	0.812	2000.0
48	17.066	64.028	6.546	54.47	0.357	0.814	2000.0
49	16.01	59.756	6.236	51.651	0.328	0.84	2000.0
50	18.677	69.556	7.384	58.964	0.43	0.785	2000.0
51	16.585	61.96	6.283	54.335	0.359	0.812	2000.0
52	16.435	61.274	6.234	52.708	0.34	0.825	2000.0
53	18.055	67.316	6.984	58.649	0.42	0.777	2000.0
54	18.466	68.926	7.105	59.528	0.4	0.776	2000.0
55	17.465	65.143	7.177	59.506	0.392	0.781	2000.0
56	15.299	57.31	5.863	49.616	0.329	0.85	2000.0
57	15.752	58.997	6.134	54.086	0.334	0.818	2000.0
58	15.834	59.394	6.124	51.972	0.332	0.83	2000.0
59	17.582	65.61	6.667	55.811	0.391	0.806	2000.0
60	16.393	61.426	6.045	53.298	0.329	0.819	2000.0
