NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	7.573	28.233	3.372	28.904	0.089	0.949	5000.0
2	5.865	21.941	2.549	21.53	0.062	0.973	4000.0
3	8.683	32.371	3.498	29.716	0.111	0.947	6000.0
4	9.733	36.21	4.279	34.17	0.125	0.925	4000.0
5	6.078	22.78	2.684	23.086	0.086	0.962	4000.0
6	8.163	30.506	3.452	30.351	0.101	0.94	3000.0
7	7.575	28.4	3.163	26.8	0.097	0.957	3000.0
8	6.923	25.796	2.968	25.12	0.088	0.96	4000.0
9	6.511	24.411	2.632	22.293	0.077	0.972	5000.0
10	7.517	28.145	3.093	26.795	0.099	0.947	3000.0
11	8.753	32.942	3.607	30.262	0.125	0.94	3000.0
12	6.66	24.888	2.667	22.633	0.082	0.969	5000.0
13	6.856	25.727	2.998	24.252	0.083	0.962	7000.0
14	8.089	30.19	3.486	30.095	0.091	0.943	2000.0
15	7.78	29.113	3.394	29.436	0.089	0.946	3000.0
16	7.187	27.082	3.094	25.987	0.079	0.958	4000.0
17	6.453	24.161	2.569	21.602	0.077	0.974	4000.0
18	8.318	31.271	3.413	28.977	0.115	0.948	3000.0
19	6.629	24.754	2.653	21.189	0.086	0.976	4000.0
20	7.223	26.995	3.133	25.94	0.091	0.957	18000.0
21	7.426	27.483	3.159	26.643	0.1	0.955	4000.0
22	8.42	31.507	3.362	29.684	0.102	0.943	3000.0
23	6.328	23.375	2.61	21.635	0.075	0.967	4000.0
24	6.926	25.856	2.865	24.147	0.074	0.959	5000.0
25	5.915	22.047	2.604	22.055	0.075	0.97	3000.0
26	7.013	26.101	2.978	24.734	0.077	0.96	5000.0
27	6.744	25.119	2.68	22.705	0.08	0.968	4000.0
28	7.595	28.45	3.262	27.541	0.087	0.953	4000.0
29	7.739	29.005	3.395	27.284	0.092	0.959	2000.0
30	7.032	26.2	2.94	25.38	0.087	0.954	7000.0
31	6.669	24.846	2.826	24.26	0.075	0.964	3000.0
32	7.755	28.671	3.41	29.896	0.082	0.943	3000.0
33	7.188	26.764	3.058	24.65	0.093	0.961	6000.0
34	7.128	26.592	3.123	26.466	0.074	0.952	8000.0
35	7.507	28.146	3.215	27.909	0.079	0.95	3000.0
36	7.301	27.21	3.148	25.401	0.109	0.96	3000.0
37	6.275	23.615	2.792	23.036	0.07	0.97	3000.0
38	8.581	32.235	3.642	31.988	0.109	0.938	3000.0
39	6.103	22.582	2.566	21.014	0.079	0.974	2000.0
40	8.11	30.236	3.369	28.17	0.091	0.954	5000.0
41	7.08	26.394	2.982	25.118	0.073	0.964	7000.0
42	9.049	33.695	4.031	33.568	0.123	0.929	9000.0
43	8.083	30.189	3.644	29.139	0.094	0.944	4000.0
44	7.161	26.961	2.922	24.809	0.074	0.963	4000.0
45	6.934	25.954	3.204	27.187	0.069	0.953	15000.0
46	6.752	25.317	3.014	25.272	0.073	0.962	4000.0
47	7.783	28.762	3.372	28.743	0.094	0.951	5000.0
48	7.658	28.536	3.277	27.205	0.096	0.955	6000.0
49	4.824	18.016	1.822	16.155	0.056	0.984	3000.0
50	5.557	20.678	2.254	19.29	0.058	0.979	2000.0
51	8.358	31.194	3.647	28.21	0.134	0.954	4000.0
52	6.613	24.422	2.833	23.928	0.077	0.966	4000.0
53	7.037	26.335	2.842	23.186	0.077	0.975	7000.0
54	7.261	27.43	3.081	26.453	0.097	0.956	3000.0
55	6.969	26.229	3.025	24.727	0.089	0.961	3000.0
56	6.632	24.64	2.965	25.048	0.082	0.96	6000.0
57	7.467	27.804	3.241	28.003	0.086	0.949	3000.0
58	6.112	22.999	2.596	23.143	0.074	0.965	4000.0
59	6.739	25.125	2.906	23.859	0.087	0.966	5000.0
60	8.64	32.283	3.683	30.764	0.119	0.944	3000.0
61	5.339	19.972	2.241	19.386	0.052	0.973	6000.0
62	8.014	29.746	3.521	28.24	0.091	0.948	3000.0
63	6.102	22.582	2.675	21.802	0.076	0.972	9000.0
64	8.029	30.107	3.427	30.31	0.1	0.942	3000.0
65	8.37	31.371	3.428	29.974	0.099	0.947	7000.0
66	7.261	27.198	3.097	26.103	0.102	0.949	2000.0
67	7.863	29.483	3.28	27.014	0.102	0.952	4000.0
68	6.968	26.103	2.979	25.701	0.09	0.957	2000.0
69	5.68	21.392	2.284	21.01	0.061	0.968	4000.0
70	7.222	26.938	3.146	26.35	0.081	0.963	2000.0
71	6.257	23.368	2.546	21.871	0.073	0.973	3000.0
72	7.766	28.905	3.293	26.289	0.096	0.957	4000.0
73	8.922	33.183	3.867	33.308	0.122	0.93	6000.0
74	7.168	26.75	3.058	24.409	0.101	0.964	2000.0
75	6.628	25.068	2.817	25.244	0.089	0.956	4000.0
76	7.253	26.971	3.082	26.468	0.081	0.951	3000.0
77	6.323	23.644	2.812	22.081	0.078	0.966	3000.0
78	7.687	28.827	3.271	25.546	0.102	0.966	2000.0
79	6.764	25.068	3.151	25.788	0.068	0.958	6000.0
80	6.732	25.137	2.851	23.487	0.08	0.966	5000.0
81	6.872	25.825	2.925	24.756	0.095	0.96	3000.0
82	7.282	27.19	3.05	26.352	0.084	0.954	2000.0
83	6.445	24.188	2.544	21.498	0.094	0.969	8000.0
84	7.252	27.059	3.242	27.704	0.086	0.953	3000.0
85	7.348	27.496	2.996	25.714	0.085	0.958	3000.0
86	5.354	19.927	2.225	19.415	0.054	0.975	3000.0
87	6.764	25.301	2.867	23.606	0.102	0.96	2000.0
88	6.129	23.008	2.548	22.571	0.085	0.959	2000.0
89	7.407	27.74	3.085	26.694	0.079	0.958	2000.0
90	6.796	25.457	2.878	23.117	0.083	0.97	5000.0
91	7.507	27.88	3.304	26.783	0.091	0.958	2000.0
92	5.583	20.888	2.364	21.682	0.059	0.968	5000.0
93	6.279	23.618	2.579	20.707	0.083	0.974	13000.0
94	8.859	32.85	3.925	31.666	0.105	0.933	5000.0
95	8.205	30.783	3.474	30.015	0.102	0.943	6000.0
96	6.337	23.486	2.65	22.099	0.071	0.971	3000.0
97	6.316	23.593	2.641	21.303	0.077	0.975	4000.0
98	6.948	25.895	3.069	25.726	0.075	0.959	2000.0
99	7.488	27.625	3.216	26.039	0.084	0.956	2000.0
100	8.41	31.49	3.428	29.7	0.09	0.949	4000.0
101	8.239	30.806	3.474	28.928	0.106	0.946	3000.0
102	5.796	21.819	2.421	20.74	0.064	0.974	2000.0
103	5.803	21.617	2.329	19.504	0.069	0.977	4000.0
104	6.486	24.288	2.903	23.458	0.08	0.966	4000.0
105	6.038	22.485	2.402	20.441	0.076	0.972	6000.0
106	6.365	23.832	2.489	20.666	0.088	0.976	2000.0
107	7.824	29.22	3.291	27.853	0.11	0.946	4000.0
108	7.165	26.754	2.935	25.58	0.089	0.952	5000.0
109	8.279	31.043	3.468	30.302	0.111	0.941	3000.0
110	4.951	18.619	1.938	16.668	0.057	0.983	3000.0
111	5.77	21.582	2.471	21.904	0.072	0.972	2000.0
112	6.313	23.551	2.729	22.6	0.073	0.969	3000.0
113	7.031	26.164	2.919	24.835	0.068	0.965	4000.0
114	6.047	22.433	2.529	20.884	0.074	0.97	3000.0
115	6.573	24.832	2.785	24.228	0.082	0.958	8000.0
116	6.014	22.47	2.501	20.917	0.067	0.973	3000.0
117	7.859	29.321	3.308	27.612	0.095	0.956	3000.0
118	7.994	29.863	3.342	28.759	0.103	0.948	5000.0
119	7.085	26.617	3.051	26.886	0.082	0.953	9000.0
120	6.65	24.936	2.907	24.164	0.073	0.971	6000.0
121	6.555	24.529	2.798	23.994	0.078	0.965	3000.0
122	6.43	23.968	2.711	23.194	0.072	0.968	3000.0
123	5.943	22.079	2.342	19.777	0.06	0.976	4000.0
124	7.719	28.677	3.394	28.969	0.085	0.95	3000.0
125	5.993	22.732	2.51	21.662	0.073	0.968	5000.0
126	6.801	25.348	3.063	24.609	0.072	0.964	6000.0
127	6.411	23.823	2.901	23.849	0.061	0.967	4000.0
128	7.86	29.411	3.133	26.28	0.118	0.956	3000.0
129	6.758	25.35	2.874	23.228	0.087	0.965	4000.0
130	6.459	24.162	2.885	24.809	0.076	0.959	7000.0
131	7.772	28.669	3.476	27.973	0.104	0.949	3000.0
132	7.163	26.753	3.012	24.226	0.079	0.968	2000.0
133	6.696	25.141	2.614	22.127	0.093	0.969	3000.0
134	7.253	27.12	3.134	25.873	0.087	0.961	2000.0
135	7.639	28.665	3.179	26.495	0.081	0.957	4000.0
136	8.272	31.089	3.542	29.067	0.118	0.947	2000.0
137	6.476	24.32	2.784	23.576	0.078	0.968	4000.0
138	6.493	24.12	2.803	24.527	0.073	0.965	3000.0
139	7.98	29.328	3.27	27.276	0.103	0.948	3000.0
140	8.586	31.89	3.661	29.507	0.109	0.948	3000.0
141	7.047	26.308	2.987	25.996	0.081	0.956	4000.0
142	7.543	28.349	3.099	26.006	0.102	0.956	7000.0
143	8.781	32.653	3.742	30.46	0.111	0.942	3000.0
144	7.832	29.281	3.627	29.144	0.106	0.946	2000.0
145	6.297	23.63	2.619	22.811	0.062	0.966	3000.0
146	7.793	28.936	3.291	27.966	0.089	0.954	3000.0
147	8.154	30.31	3.443	27.501	0.109	0.955	4000.0
148	8.594	32.318	3.748	32.591	0.141	0.919	5000.0
149	6.622	24.816	2.808	23.924	0.069	0.964	3000.0
150	6.271	23.343	2.623	22.729	0.065	0.964	5000.0
151	6.801	25.449	2.94	26.185	0.065	0.959	3000.0
152	6.955	26.122	2.924	25.359	0.105	0.952	4000.0
153	8.957	33.55	3.719	30.759	0.113	0.946	5000.0
154	6.286	23.584	2.548	22.216	0.073	0.971	6000.0
155	7.577	28.384	3.204	26.797	0.093	0.958	3000.0
156	7.291	27.2	3.201	27.991	0.078	0.952	19000.0
157	6.68	24.996	2.643	23.024	0.084	0.971	4000.0
158	6.811	25.392	2.834	23.849	0.088	0.962	4000.0
159	8.052	30.313	3.397	28.85	0.108	0.951	9000.0
160	8.521	32.039	3.705	31.052	0.112	0.942	2000.0
161	5.912	22.245	2.497	21.533	0.065	0.966	4000.0
162	8.08	30.119	3.459	29.641	0.091	0.945	3000.0
163	6.443	23.921	2.738	23.643	0.065	0.967	4000.0
164	7.578	28.275	3.24	26.578	0.077	0.959	2000.0
165	6.699	25.164	2.718	25.046	0.099	0.954	5000.0
166	5.924	22.097	2.415	21.565	0.067	0.972	2000.0
167	5.889	21.814	2.411	20.169	0.066	0.977	4000.0
168	6.343	23.388	2.616	22.831	0.063	0.966	6000.0
169	6.903	25.816	3.01	25.013	0.081	0.961	3000.0
170	6.848	25.561	2.946	24.412	0.076	0.962	4000.0
171	7.262	27.208	3.032	26.153	0.075	0.958	3000.0
172	6.494	24.119	2.632	22.209	0.071	0.968	4000.0
173	8.797	32.788	4.015	32.3	0.109	0.944	3000.0
174	7.098	26.738	2.99	27.138	0.087	0.954	3000.0
175	7.163	26.817	3.148	27.528	0.078	0.949	2000.0
176	7.194	27.041	3.041	25.95	0.114	0.957	5000.0
177	7.893	29.292	3.328	28.105	0.092	0.951	4000.0
178	6.347	23.803	2.8	23.73	0.084	0.968	7000.0
179	6.691	24.99	2.971	24.57	0.079	0.963	3000.0
180	7.749	28.835	3.261	29.055	0.087	0.948	4000.0
181	6.856	25.434	2.765	23.614	0.078	0.967	3000.0
182	7.522	28.148	3.221	27.936	0.08	0.951	3000.0
183	8.557	31.858	3.899	32.076	0.111	0.937	2000.0
184	7.479	27.818	3.26	26.233	0.097	0.959	4000.0
185	6.855	25.603	2.973	25.85	0.081	0.959	3000.0
186	7.328	27.644	3.071	26.532	0.098	0.954	4000.0
187	7.803	29.202	3.217	25.463	0.105	0.954	4000.0
188	6.868	25.59	2.907	24.03	0.085	0.965	2000.0
189	7.251	27.005	3.212	26.949	0.083	0.953	8000.0
190	7.01	26.281	2.829	24.565	0.086	0.964	2000.0
191	7.235	27.046	3.187	27.14	0.075	0.961	4000.0
192	6.711	24.905	2.838	23.421	0.088	0.961	3000.0
193	7.253	27.46	3.193	27.354	0.087	0.945	4000.0
194	6.651	24.977	2.677	23.694	0.083	0.961	3000.0
195	8.031	30.078	3.39	28.693	0.087	0.95	2000.0
196	6.632	24.699	2.717	22.59	0.075	0.97	5000.0
197	6.636	24.631	2.697	22.655	0.092	0.969	2000.0
198	7.494	27.952	3.341	28.039	0.094	0.951	3000.0
199	8.011	29.81	3.509	29.323	0.082	0.946	2000.0
200	6.467	24.133	2.717	23.855	0.072	0.963	4000.0
201	5.757	21.581	2.52	21.253	0.063	0.97	6000.0
202	6.605	24.654	2.653	22.656	0.084	0.969	4000.0
203	6.967	26.057	2.902	25.616	0.082	0.957	2000.0
204	5.762	21.475	2.604	21.202	0.072	0.973	3000.0
205	5.662	21.023	2.351	20.846	0.053	0.974	4000.0
206	6.399	23.93	2.841	25.212	0.085	0.962	3000.0
207	5.679	21.181	2.3	19.798	0.062	0.976	3000.0
208	6.419	23.856	2.932	24.545	0.063	0.958	5000.0
209	7.053	26.216	2.954	25.686	0.069	0.955	3000.0
210	6.532	24.33	2.636	22.538	0.065	0.966	5000.0
211	7.049	26.836	3.05	26.347	0.092	0.953	9000.0
212	7.01	26.311	2.839	24.938	0.08	0.954	3000.0
213	7.123	26.482	2.876	24.861	0.088	0.963	2000.0
214	7.049	26.159	2.962	24.778	0.092	0.957	5000.0
215	7.343	27.076	3.39	26.064	0.084	0.953	9000.0
216	6.85	25.611	2.699	23.625	0.075	0.968	3000.0
217	7.384	27.508	3.151	26.763	0.088	0.959	3000.0
218	8.831	32.936	3.579	30.44	0.118	0.945	3000.0
219	6.683	24.465	2.869	24.464	0.061	0.962	3000.0
220	8.341	31.114	3.451	28.733	0.103	0.95	2000.0
