NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	0.434	2.465	0.306	2.986	0.009	0.999	24000.0
2	0.333	1.721	0.236	1.994	0.006	1.0	3000.0
3	0.362	1.945	0.24	2.308	0.008	0.999	9000.0
4	0.44	2.312	0.311	3.044	0.01	0.999	3000.0
5	0.851	4.742	0.556	5.713	0.02	0.996	3000.0
6	0.193	1.09	0.123	1.11	0.002	1.0	25000.0
7	0.359	2.144	0.223	2.224	0.007	1.0	3000.0
8	0.784	4.302	0.54	5.164	0.02	0.997	6000.0
9	0.475	2.656	0.29	3.049	0.005	0.998	5000.0
10	0.853	4.757	0.449	3.943	0.004	0.999	4000.0
11	0.363	2.104	0.221	1.915	0.004	1.0	23000.0
12	0.612	3.648	0.368	3.649	0.002	0.999	8000.0
13	0.576	3.188	0.323	2.886	0.01	1.0	6000.0
14	0.663	3.713	0.397	4.036	0.014	0.998	6000.0
15	0.28	1.544	0.182	1.707	0.005	1.0	3000.0
16	0.529	2.923	0.314	3.204	0.007	0.999	6000.0
17	0.489	2.652	0.314	2.612	0.01	0.999	3000.0
18	0.768	4.191	0.466	4.473	0.009	0.998	18000.0
19	1.124	6.265	0.648	5.964	0.018	0.997	5000.0
20	0.0	0.0	0.0	0.0	0.0	1.0	52000.0
21	0.171	0.98	0.121	1.13	0.004	1.0	3000.0
22	0.6	3.564	0.388	3.652	0.012	0.998	5000.0
23	0.2	1.169	0.141	1.345	0.005	0.999	3000.0
24	1.328	7.833	0.739	7.257	0.014	0.996	3000.0
25	0.483	2.605	0.265	2.516	0.01	0.999	2000.0
26	0.234	1.248	0.148	1.224	0.004	1.0	21000.0
27	0.235	1.322	0.147	1.369	0.004	1.0	9000.0
28	0.201	1.015	0.123	0.913	0.001	1.0	4000.0
29	0.667	3.885	0.405	4.108	0.009	0.998	7000.0
30	0.584	3.249	0.379	3.842	0.007	0.998	3000.0
31	0.533	2.603	0.327	3.085	0.009	0.997	23000.0
32	0.589	3.262	0.4	3.457	0.004	0.999	4000.0
33	0.79	4.41	0.458	4.018	0.011	0.998	5000.0
34	0.643	3.669	0.41	4.106	0.013	0.998	4000.0
35	0.317	1.854	0.204	1.86	0.002	1.0	15000.0
36	0.318	1.769	0.204	1.814	0.007	1.0	8000.0
37	0.511	2.944	0.351	3.372	0.009	0.999	7000.0
38	0.597	3.424	0.368	3.397	0.006	0.999	55000.0
39	0.563	3.212	0.314	2.992	0.005	0.999	12000.0
40	0.114	0.621	0.07	0.626	0.002	1.0	4000.0
41	0.089	0.508	0.063	0.598	0.0	1.0	16000.0
